u0_opt,u1_opt,u2_opt
0.5,0.189275,0.349066
0.5,0.192765,0.362993
0.5,0.196256,0.393683
0.5,0.199747,0.436778
0.5,0.203237,0.522654
0.5,0.199747,0.628611
0.5,0.196256,0.761329
0.5,0.192765,0.921469
0.5,0.189275,1.10783
0.5,0.185784,1.31661
0.5,0.182293,1.54138
0.5,0.178803,1.77281
0.5,0.175312,2.00419
0.5,0.171821,2.22885
0.5,0.168331,2.44346
0.5,0.16484,2.31239
0.5,0.164823,2.20334
0.493615,0.133306,0.349066
0.493615,0.129816,0.349066
0.493615,0.133306,0.349066
0.493615,0.136797,0.349066
0.493615,0.140288,0.349066
0.493615,0.143778,0.349066
0.493615,0.147269,0.349066
0.493615,0.15076,0.349066
0.493615,0.15425,0.349066
0.493615,0.157741,0.349066
0.493615,0.161232,0.349066
0.493615,0.164722,0.349066
0.493615,0.168213,0.349066
0.493615,0.171704,0.349066
0.493615,0.175194,0.349066
0.493615,0.178685,0.349066
0.493615,0.182176,0.349066
0.493615,0.185666,0.349066
0.493615,0.189157,0.349066
0.493615,0.192648,0.363055
0.493615,0.196138,0.391693
0.493615,0.199629,0.438141
0.493615,0.20312,0.524215
0.493615,0.199629,0.630417
0.493615,0.196138,0.763395
0.493615,0.192648,0.923769
0.493615,0.189157,1.11028
0.493615,0.185666,1.31908
0.493615,0.182176,1.54368
0.493615,0.178685,1.77483
0.493615,0.175194,2.00572
0.493615,0.171704,2.22969
0.493615,0.168213,2.44346
0.493615,0.164722,2.27828
0.493615,0.164695,2.18348
0.462434,0.133179,0.349066
0.462434,0.129689,0.349066
0.462434,0.133179,0.349066
0.462434,0.13667,0.349066
0.462434,0.140161,0.349066
0.462434,0.143651,0.349066
0.462434,0.147142,0.349066
0.462434,0.150633,0.349066
0.462434,0.154123,0.349066
0.462434,0.157614,0.349066
0.462434,0.161105,0.349066
0.462434,0.164595,0.349066
0.462434,0.168086,0.349066
0.462434,0.171577,0.349066
0.462434,0.175067,0.349066
0.462434,0.178558,0.349066
0.462434,0.182049,0.349066
0.462434,0.185539,0.349066
0.462434,0.18903,0.349066
0.462434,0.192521,0.363093
0.462434,0.196011,0.389674
0.462434,0.199502,0.439554
0.462434,0.202993,0.525811
0.462434,0.199502,0.632248
0.462434,0.196011,0.765481
0.462434,0.192521,0.926081
0.462434,0.18903,1.11274
0.462434,0.185539,1.32155
0.462434,0.182049,1.54597
0.462434,0.178558,1.77684
0.462434,0.175067,2.00724
0.462434,0.171577,2.23054
0.462434,0.168086,2.44346
0.462434,0.164595,2.4167
0.462434,0.164367,2.19823
0.339285,0.133043,0.349066
0.339285,0.129553,0.349066
0.339285,0.133043,0.349066
0.339285,0.136534,0.349066
0.339285,0.140025,0.349066
0.339285,0.143516,0.349066
0.339285,0.147006,0.349066
0.339285,0.150497,0.349066
0.339285,0.153988,0.349066
0.339285,0.157478,0.349066
0.339285,0.160969,0.349066
0.339285,0.16446,0.349066
0.339285,0.16795,0.349066
0.339285,0.171441,0.349066
0.339285,0.174932,0.349066
0.339285,0.178422,0.349066
0.339285,0.181913,0.349066
0.339285,0.185404,0.349066
0.339285,0.188894,0.349066
0.339285,0.192385,0.363107
0.339285,0.195876,0.387625
0.339285,0.199366,0.441013
0.339285,0.202857,0.52744
0.339285,0.199366,0.634104
0.339285,0.195876,0.767583
0.339285,0.192385,0.928405
0.339285,0.188894,1.11521
0.339285,0.185404,1.32402
0.339285,0.181913,1.54827
0.339285,0.178422,1.77885
0.339285,0.174932,2.00876
0.339285,0.171441,2.23138
0.339285,0.16795,2.44346
0.339285,0.16446,2.40528
0.339285,0.164464,2.39798
0.361296,0.132899,0.349066
0.361296,0.129408,0.349066
0.361296,0.132899,0.349066
0.361296,0.136389,0.349066
0.361296,0.13988,0.349066
0.361296,0.143371,0.349066
0.361296,0.146861,0.349066
0.361296,0.150352,0.349066
0.361296,0.153843,0.349066
0.361296,0.157333,0.349066
0.361296,0.160824,0.349066
0.361296,0.164315,0.349066
0.361296,0.167805,0.349066
0.361296,0.171296,0.349066
0.361296,0.174787,0.349066
0.361296,0.178277,0.349066
0.361296,0.181768,0.349066
0.361296,0.185259,0.349066
0.361296,0.18875,0.349066
0.361296,0.19224,0.363098
0.361296,0.195731,0.385548
0.361296,0.199222,0.442516
0.361296,0.202712,0.529099
0.361296,0.199222,0.635981
0.361296,0.195731,0.769701
0.361296,0.19224,0.930738
0.361296,0.18875,1.11767
0.361296,0.185259,1.32648
0.361296,0.181768,1.55055
0.361296,0.178277,1.78085
0.361296,0.174787,2.01027
0.361296,0.171296,2.23221
0.361296,0.167805,2.44346
0.361296,0.164315,2.26995
0.361296,0.16429,2.16162
0.336329,0.133169,0.349066
0.336329,0.129678,0.349066
0.336329,0.133169,0.349066
0.336329,0.13666,0.349066
0.336329,0.14015,0.349066
0.336329,0.143641,0.349066
0.336329,0.147132,0.349066
0.336329,0.150622,0.349066
0.336329,0.154113,0.349066
0.336329,0.157604,0.349066
0.336329,0.161094,0.349066
0.336329,0.164585,0.349066
0.336329,0.168076,0.349066
0.336329,0.171566,0.349066
0.336329,0.175057,0.349066
0.336329,0.178548,0.349066
0.336329,0.182038,0.349066
0.336329,0.185529,0.349066
0.336329,0.18902,0.349066
0.336329,0.19251,0.36418
0.336329,0.196001,0.385617
0.336329,0.199492,0.446093
0.336329,0.199913,0.530343
0.336329,0.196423,0.637326
0.336329,0.192932,0.77122
0.336329,0.189441,0.932453
0.336329,0.185951,1.11955
0.336329,0.18246,1.32844
0.336329,0.178969,1.55243
0.336329,0.175479,1.78256
0.336329,0.171988,2.01161
0.336329,0.168497,2.23298
0.336329,0.165007,2.44346
0.336329,0.161516,2.36547
0.336329,0.161534,2.20898
0.242981,0.133507,0.349066
0.242981,0.130016,0.349066
0.242981,0.133507,0.349066
0.242981,0.136998,0.349066
0.242981,0.140488,0.349066
0.242981,0.143979,0.349066
0.242981,0.14747,0.349066
0.242981,0.15096,0.349066
0.242981,0.154451,0.349066
0.242981,0.157942,0.349066
0.242981,0.161432,0.349066
0.242981,0.164923,0.349066
0.242981,0.168414,0.349066
0.242981,0.171904,0.349066
0.242981,0.175395,0.349066
0.242981,0.178886,0.349066
0.242981,0.182376,0.349066
0.242981,0.185867,0.349066
0.242981,0.189358,0.349066
0.242981,0.192848,0.365702
0.242981,0.196339,0.3863
0.242981,0.19983,0.447714
0.242981,0.198452,0.531
0.242981,0.194962,0.638354
