z0,vx0,i,u0_opt,u1_opt,u2_opt,x,z,v_abs,v_arg,vx,vz,gripx,gripz,aoa
1.2,10.75,27,0.5,0.175376,1.18755,-0.250183,1.78766,6,0.245189,5.82055,1.45644,-0.0381742,1.44846,-0.0698132
1.2,10.75,28,0.5,0.171886,1.39834,-0.133772,1.81679,6,0.241699,5.8256,1.43611,0.00125868,1.44027,-0.0698132
1.2,10.75,29,0.5,0.168395,1.61861,-0.0172603,1.84551,6,0.0985817,5.97087,0.590533,0.0308535,1.44841,0.0698132
1.2,10.75,30,0.5,0.164904,1.84149,0.102157,1.85732,6,0.095091,5.97289,0.569687,0.0599195,1.45955,0.0698132
1.2,10.75,31,0.5,0.161414,2.05683,0.221615,1.86871,6,0.0916004,5.97485,0.548834,0.0940344,1.4896,0.0698132
1.2,10.75,32,0.5,0.157923,2.25844,0.341112,1.87969,6,0.0881097,5.97673,0.527974,0.138995,1.53451,0.0698132
1.2,10.75,33,0.5,0.154432,2.44346,0.460646,1.89025,10,0.084619,9.96422,0.845181,0.197424,1.58906,0.0698132
1.2,10.75,34,0.5,0.154417,2.29627,0.659931,1.90715,8,0.151483,7.90839,1.20724,0.443722,1.57062,0.00293385
1.2,11,0,0.5,0.144138,0.349066,-5,1.2,11,-9.59341e-33,11,-1.05528e-31,-4.60837,1.1186,0.144138
1.2,11,1,0.5,0.140648,0.349066,-4.78,1.2,10,0.0708344,9.97492,0.707752,-4.38866,1.11723,0.0698132
1.2,11,2,0.5,0.144138,0.349066,-4.5805,1.21416,10,0.0743251,9.97239,0.742566,-4.18887,1.13276,0.0698132
1.2,11,3,0.5,0.147629,0.349066,-4.38105,1.22901,10,0.0778157,9.96974,0.777372,-3.98914,1.14898,0.0698132
1.2,11,4,0.5,0.15112,0.349066,-4.18166,1.24455,10,0.0813064,9.96696,0.812168,-3.78947,1.16589,0.0698132
1.2,11,5,0.5,0.15461,0.349066,-3.98232,1.2608,10,0.0847971,9.96407,0.846955,-3.58986,1.1835,0.0698132
1.2,11,6,0.5,0.158101,0.349066,-3.78304,1.27774,10,0.0882877,9.96105,0.881731,-3.39031,1.20181,0.0698132
1.2,11,7,0.5,0.161592,0.349066,-3.58382,1.29537,10,0.0917784,9.95791,0.916496,-3.19083,1.22082,0.0698132
1.2,11,8,0.5,0.165082,0.349066,-3.38466,1.3137,10,0.0952691,9.95465,0.95125,-2.99141,1.24052,0.0698132
1.2,11,9,0.5,0.168573,0.349066,-3.18557,1.33273,10,0.0987597,9.95127,0.985993,-2.79206,1.26092,0.0698132
1.2,11,10,0.5,0.172064,0.349066,-2.98654,1.35245,10,0.10225,9.94777,1.02072,-2.59279,1.28201,0.0698132
1.2,11,11,0.5,0.175554,0.349066,-2.78759,1.37286,10,0.105741,9.94415,1.05544,-2.39359,1.3038,0.0698132
1.2,11,12,0.5,0.179045,0.349066,-2.5887,1.39397,10,0.109232,9.9404,1.09015,-2.19447,1.32629,0.0698132
1.2,11,13,0.5,0.182536,0.349066,-2.38989,1.41577,10,0.112722,9.93654,1.12484,-1.99543,1.34947,0.0698132
1.2,11,14,0.5,0.186026,0.349066,-2.19116,1.43827,10,0.116213,9.93255,1.15952,-1.79647,1.37334,0.0698132
1.2,11,15,0.5,0.189517,0.349066,-1.99251,1.46146,10,0.119704,9.92844,1.19418,-1.59759,1.39791,0.0698132
1.2,11,16,0.5,0.193008,0.349066,-1.79394,1.48534,10,0.123194,9.92421,1.22883,-1.3988,1.42317,0.0698132
1.2,11,17,0.5,0.196498,0.349066,-1.59546,1.50992,10,0.126685,9.91986,1.26346,-1.20011,1.44913,0.0698132
1.2,11,18,0.5,0.199989,0.349066,-1.39706,1.53519,10,0.130176,9.91539,1.29808,-1.0015,1.47578,0.0698132
1.2,11,19,0.5,0.20348,0.362589,-1.19875,1.56115,8.88301,0.133666,8.80377,1.18383,-0.803807,1.49777,0.0698132
1.2,11,20,0.5,0.20697,0.397982,-1.02268,1.58483,6,0.188864,5.89331,1.12646,-0.629954,1.50889,0.0181062
1.2,11,21,0.5,0.210461,0.433252,-0.904813,1.60736,6,0.280274,5.76588,1.65971,-0.514699,1.51897,-0.0698132
1.2,11,22,0.5,0.213952,0.518397,-0.789495,1.64055,6,0.283765,5.76005,1.67983,-0.40789,1.52064,-0.0698132
1.2,11,23,0.5,0.210461,0.623472,-0.674294,1.67415,6,0.280274,5.76588,1.65971,-0.307928,1.5136,-0.0698132
1.2,11,24,0.5,0.20697,0.755224,-0.558977,1.70734,6,0.276783,5.77164,1.63958,-0.217602,1.49886,-0.0698132
1.2,11,25,0.5,0.20348,0.914417,-0.443544,1.74013,6,0.273293,5.77732,1.61942,-0.140444,1.47911,-0.0698132
1.2,11,26,0.5,0.199989,1.09999,-0.327997,1.77252,6,0.269802,5.78294,1.59924,-0.0793527,1.45919,-0.0698132
1.2,11,27,0.5,0.196498,1.30828,-0.212339,1.80451,6,0.266311,5.78849,1.57905,-0.035114,1.44591,-0.0698132
1.2,11,28,0.5,0.193008,1.53301,-0.0965687,1.83609,6,0.123194,5.95453,0.737298,-0.00506976,1.44669,0.0698132
1.2,11,29,0.5,0.189517,1.76456,0.0225218,1.85083,6,0.119704,5.95706,0.716508,0.0208237,1.45084,0.0698132
1.2,11,30,0.5,0.186026,1.99656,0.141663,1.86516,6,0.116213,5.95953,0.69571,0.046685,1.4766,0.0698132
1.2,11,31,0.5,0.182536,2.22223,0.260854,1.87908,6,0.112722,5.96192,0.674903,0.0800907,1.52225,0.0698132
1.2,11,32,0.5,0.179045,2.43813,0.380092,1.89258,10,0.109232,9.9404,1.09015,0.126005,1.58364,0.0698132
1.2,11,33,0.5,0.175554,2.26954,0.5789,1.91438,10,0.105741,9.94415,1.05544,0.379042,1.56789,0.0698132
1.2,11,34,0.5,0.175537,2.17492,0.777783,1.93549,7.99883,0.172115,7.88064,1.36993,0.61155,1.57166,0.00342197
1.2,11.25,0,0.454707,0.144056,0.349066,-5,1.2,11.25,-7.11891e-37,11.25,-8.00878e-36,-4.60838,1.11857,0.144056
1.2,11.25,1,0.454707,0.140565,0.349066,-4.775,1.2,10,0.0707518,9.97498,0.706928,-4.38366,1.1172,0.0698132
1.2,11.25,2,0.454707,0.144056,0.349066,-4.5755,1.21414,10,0.0742425,9.97245,0.741743,-4.18388,1.13271,0.0698132
1.2,11.25,3,0.454707,0.147546,0.349066,-4.37605,1.22897,10,0.0777331,9.9698,0.776549,-3.98415,1.14891,0.0698132
1.2,11.25,4,0.454707,0.151037,0.349066,-4.17666,1.2445,10,0.0812238,9.96703,0.811345,-3.78447,1.16581,0.0698132
1.2,11.25,5,0.454707,0.154528,0.349066,-3.97731,1.26073,10,0.0847145,9.96414,0.846132,-3.58486,1.18341,0.0698132
1.2,11.25,6,0.454707,0.158018,0.349066,-3.77803,1.27765,10,0.0882051,9.96112,0.880908,-3.38531,1.2017,0.0698132
1.2,11.25,7,0.454707,0.161509,0.349066,-3.57881,1.29527,10,0.0916958,9.95799,0.915674,-3.18582,1.22069,0.0698132
1.2,11.25,8,0.454707,0.165,0.349066,-3.37965,1.31359,10,0.0951865,9.95473,0.950428,-2.98641,1.24037,0.0698132
1.2,11.25,9,0.454707,0.16849,0.349066,-3.18055,1.33259,10,0.0986771,9.95135,0.985171,-2.78706,1.26076,0.0698132
1.2,11.25,10,0.454707,0.171981,0.349066,-2.98153,1.3523,10,0.102168,9.94785,1.0199,-2.58778,1.28183,0.0698132
1.2,11.25,11,0.454707,0.175472,0.349066,-2.78257,1.3727,10,0.105658,9.94423,1.05462,-2.38858,1.30361,0.0698132
1.2,11.25,12,0.454707,0.178962,0.349066,-2.58369,1.39379,10,0.109149,9.94049,1.08933,-2.18946,1.32607,0.0698132
1.2,11.25,13,0.454707,0.182453,0.349066,-2.38488,1.41557,10,0.11264,9.93663,1.12402,-1.99042,1.34924,0.0698132
1.2,11.25,14,0.454707,0.185944,0.349066,-2.18614,1.43805,10,0.11613,9.93264,1.1587,-1.79145,1.37309,0.0698132
1.2,11.25,15,0.454707,0.189434,0.349066,-1.98749,1.46123,10,0.119621,9.92854,1.19336,-1.59258,1.39765,0.0698132
1.2,11.25,16,0.454707,0.192925,0.349066,-1.78892,1.4851,10,0.123112,9.92431,1.22801,-1.39379,1.42289,0.0698132
1.2,11.25,17,0.454707,0.196416,0.349066,-1.59043,1.50966,10,0.126602,9.91997,1.26265,-1.19509,1.44883,0.0698132
1.2,11.25,18,0.454707,0.199906,0.349066,-1.39203,1.53491,10,0.130093,9.9155,1.29727,-0.996476,1.47547,0.0698132
1.2,11.25,19,0.454707,0.203397,0.362765,-1.19372,1.56085,8.74989,0.133584,8.67194,1.16537,-0.798793,1.49738,0.0698132
1.2,11.25,20,0.454707,0.206888,0.396358,-1.02029,1.58416,6,0.198706,5.88194,1.1844,-0.627444,1.50883,0.0081819
1.2,11.25,21,0.454707,0.210378,0.434594,-0.902647,1.60785,6,0.280192,5.76601,1.65924,-0.512659,1.51891,-0.0698132
1.2,11.25,22,0.454707,0.213869,0.520038,-0.787327,1.64103,6,0.283682,5.76019,1.67936,-0.405929,1.52047,-0.0698132
