x,y,z
94.509,165.876,-10.3789
94.4547,166.358,-10.387
94.3291,167.317,-10.4038
94.2577,167.794,-10.4124
94.0781,168.865,-10.4321
93.9959,169.344,-10.441
93.8124,170.296,-10.4587
93.7113,170.769,-10.4675
93.4611,171.825,-10.4867
93.3399,172.29,-10.495
93.0795,173.215,-10.511
92.9404,173.673,-10.5187
92.6071,174.699,-10.5353
92.4539,175.158,-10.5431
92.1291,176.068,-10.5574
91.9577,176.518,-10.564
91.5499,177.52,-10.5773
91.3586,177.959,-10.5824
90.9565,178.828,-10.5915
90.7452,179.256,-10.5954
90.2439,180.204,-10.6036
90.0122,180.628,-10.6075
89.5226,181.455,-10.6153
89.2644,181.858,-10.6194
88.6506,182.738,-10.6298
88.3633,183.117,-10.6351
87.7624,183.848,-10.6469
87.4492,184.202,-10.6533
86.7154,184.968,-10.6694
86.3801,185.308,-10.6767
85.6859,185.956,-10.6928
85.3274,186.265,-10.7015
84.4952,186.922,-10.7219
84.1145,187.197,-10.7312
83.3345,187.716,-10.7503
82.9356,187.959,-10.76
82.0184,188.472,-10.7821
81.6024,188.698,-10.7918
80.7561,189.113,-10.8113
80.3263,189.302,-10.8211
79.3442,189.688,-10.8428
78.9004,189.851,-10.8518
78.0034,190.139,-10.8695
77.5508,190.264,-10.8781
76.5239,190.502,-10.8965
76.0644,190.588,-10.9042
75.1413,190.724,-10.9189
74.6781,190.775,-10.9257
73.6329,190.848,-10.94
73.1639,190.872,-10.9452
72.227,190.884,-10.9549
71.7594,190.872,-10.9593
70.7106,190.803,-10.9682
70.2465,190.754,-10.9715
69.3234,190.621,-10.9772
68.8648,190.539,-10.9794
67.8391,190.315,-10.9826
67.38,190.204,-10.982
66.4716,189.949,-10.9796
66.0227,189.807,-10.9778
65.0266,189.448,-10.9726
64.5905,189.272,-10.9697
63.7309,188.892,-10.963
63.3078,188.688,-10.9592
62.3708,188.197,-10.949
61.9543,187.968,-10.9428
61.1379,187.484,-10.9298
60.7381,187.229,-10.923
59.8596,186.625,-10.9068
59.4787,186.343,-10.8991
58.7349,185.757,-10.8832
58.3721,185.452,-10.8748
57.5782,184.741,-10.8549
57.2262,184.419,-10.844
56.5426,183.752,-10.822
56.2111,183.409,-10.8107
55.4904,182.613,-10.7847
55.1812,182.25,-10.7728
54.5833,181.505,-10.7486
54.2946,181.125,-10.7363
53.6681,180.249,-10.7074
53.3955,179.85,-10.6921
52.8717,179.037,-10.6615
52.6203,178.625,-10.6462
52.0799,177.682,-10.6114
51.8508,177.256,-10.5959
51.413,176.394,-10.5649
51.2041,175.958,-10.5494
50.7583,174.966,-10.5147
50.5633,174.518,-10.4973
50.1939,173.614,-10.463
50.0193,173.158,-10.446
49.65,172.124,-10.4081
49.4962,171.66,-10.3915
49.2071,170.727,-10.3584
49.0717,170.257,-10.3421
48.788,169.193,-10.3052
48.6702,168.712,-10.2868
48.4516,167.747,-10.2509
48.3507,167.263,-10.2334
48.1433,166.17,-10.1953
48.0597,165.683,-10.1789
47.9074,164.707,-10.147
47.822,164.096,-10.1277
47.7007,163.114,-10.0978
47.6469,162.619,-10.0824
47.5525,161.627,-10.0527
47.5117,161.131,-10.0384
47.4349,160.015,-10.0075
47.4071,159.518,-9.99438
47.3628,158.525,-9.9693
47.3462,158.028,-9.95732
47.3219,156.909,-9.93153
47.3179,156.408,-9.92
47.319,155.408,-9.89808
47.3239,154.908,-9.88769
47.3454,153.784,-9.86572
47.3593,153.285,-9.85667
47.3949,152.287,-9.83988
47.4164,151.788,-9.83202
47.4737,150.666,-9.81561
47.505,150.164,-9.80814
47.5732,149.161,-9.79461
47.61,148.661,-9.78857
47.699,147.536,-9.77674
47.7412,147.036,-9.77218
47.83,146.038,-9.76412
47.8765,145.54,-9.7607
47.986,144.42,-9.75445
48.0384,143.921,-9.75136
48.1462,142.925,-9.74659
48.2016,142.427,-9.7449
48.3295,141.308,-9.7427
48.3876,140.315,-9.74254
48.521,139.695,-9.74308
48.627,138.827,-9.74461
48.7046,138.207,-9.74604
48.8351,137.21,-9.74785
48.9007,136.713,-9.74924
49.0326,135.719,-9.75275
49.1153,135.098,-9.75543
49.2481,134.106,-9.76026
49.3146,133.61,-9.76294
49.4478,132.62,-9.76872
49.5319,132.001,-9.77246
49.6017,131.504,-9.77492
49.7405,130.512,-9.7806
49.8094,130.016,-9.78373
49.9633,128.902,-9.79136
50.0313,128.407,-9.79498
50.1663,127.417,-9.80264
50.2334,126.923,-9.80669
50.3836,125.81,-9.8163
50.5203,124.818,-9.8249
50.5877,124.322,-9.8293
50.7208,123.331,-9.83824
50.8028,122.712,-9.84408
50.932,121.723,-9.8535
50.9957,121.228,-9.85833
51.1212,120.239,-9.86799
51.1984,119.621,-9.87404
51.3246,118.632,-9.88245
51.3865,118.138,-9.88656
51.5081,117.149,-9.89479
51.5826,116.531,-9.89984
51.6992,115.543,-9.90771
51.7564,115.048,-9.91161
51.8686,114.059,-9.91923
51.9372,113.441,-9.92386
52.0475,112.454,-9.93129
52.1014,111.961,-9.93501
52.2066,110.973,-9.94228
52.2706,110.356,-9.94673
52.3705,109.368,-9.95371
52.4192,108.873,-9.95714
52.5141,107.884,-9.96389
52.5722,107.266,-9.96814
52.6644,106.272,-9.97521
52.7092,105.776,-9.97855
52.7962,104.783,-9.98499
52.8489,104.162,-9.98881
52.9305,103.17,-9.99462
52.9701,102.674,-9.9974
53.047,101.681,-10.0028
53.0938,101.06,-10.006
53.1678,100.066,-10.01
53.2036,99.5686,-10.0119
53.2727,98.5745,-10.0159
53.3142,97.9533,-10.0184
53.3781,96.9594,-10.0226
53.4089,96.4626,-10.0246
53.4683,95.4688,-10.0287
53.5039,94.8476,-10.0313
53.5592,93.8532,-10.0343
53.5857,93.3559,-10.0359
53.6366,92.3614,-10.0394
53.6669,91.7398,-10.0417
53.713,90.7452,-10.0455
53.735,90.2479,-10.0474
53.7768,89.253,-10.0512
53.8015,88.6312,-10.0535
53.8381,87.6356,-10.0559
53.8554,87.1377,-10.0572
53.8882,86.142,-10.0599
53.9075,85.5197,-10.0617
53.9364,84.524,-10.0647
53.95,84.0261,-10.0661
53.9755,83.0303,-10.0689
53.9904,82.4079,-10.0707
54.0128,81.4123,-10.073
54.0232,80.9146,-10.0742
54.0424,79.9192,-10.0768
54.0534,79.297,-10.0784
54.0692,78.3017,-10.0811
54.0764,77.8041,-10.0824
54.0892,76.8089,-10.0848
54.0958,76.1862,-10.0862
54.1031,75.1859,-10.0883
54.1062,74.6861,-10.0891
54.1111,73.687,-10.0907
54.1134,73.063,-10.0915
54.1156,72.0649,-10.0928
54.1161,71.5661,-10.0934
54.1159,70.5688,-10.0945
54.1147,69.945,-10.0952
54.1101,68.9439,-10.0961
54.1074,68.4438,-10.0966
54.101,67.444,-10.0975
54.0964,66.8196,-10.0981
54.0881,65.8211,-10.099
54.0835,65.3219,-10.0996
54.0734,64.324,-10.1006
54.0661,63.7002,-10.1015
54.0513,62.7007,-10.104
54.0437,62.2012,-10.1053
54.0278,61.2029,-10.1076
54.0175,60.5792,-10.1091
54.0004,59.5818,-10.1115
53.9915,59.0832,-10.1126
53.9732,58.0864,-10.1149
53.9608,57.4634,-10.1165
53.9378,56.4664,-10.1205
53.9262,55.9682,-10.1223
53.9027,54.9721,-10.1259
53.8877,54.3497,-10.1281
53.8632,53.3541,-10.1312
53.8508,52.8563,-10.1326
53.8255,51.8611,-10.1351
53.809,51.2389,-10.1367
53.7795,50.242,-10.1394
53.7647,49.7438,-10.1407
53.7351,48.7477,-10.143
53.7165,48.1254,-10.1443
53.6864,47.13,-10.1462
53.6713,46.6323,-10.147
53.6409,45.6371,-10.1486
53.6216,45.0149,-10.1496
53.59,44.0179,-10.1514
53.5741,43.5197,-10.1523
53.5421,42.5237,-10.1537
53.5221,41.9014,-10.1546
53.4897,40.9061,-10.1558
53.4735,40.4085,-10.1564
53.4409,39.4135,-10.1573
53.42,38.7915,-10.1578
53.384,37.7946,-10.1581
53.3661,37.2964,-10.1583
53.3303,36.3004,-10.1588
53.308,35.678,-10.1592
53.2723,34.6826,-10.1598
53.2545,34.1851,-10.1601
53.2189,33.19,-10.1606
53.1967,32.568,-10.161
53.1613,31.5715,-10.1627
53.1435,31.0734,-10.1634
53.108,30.0776,-10.1644
53.0858,29.4554,-10.165
53.0504,28.4601,-10.1658
53.0327,27.9625,-10.1662
52.9972,26.9675,-10.1669
52.9747,26.3456,-10.1675
52.9375,25.3502,-10.1693
52.9189,24.8527,-10.1702
52.8819,23.8579,-10.1717
52.8588,23.2363,-10.1725
52.822,22.242,-10.1735
52.8037,21.7449,-10.1739
52.7671,20.7507,-10.1746
52.744,20.1294,-10.1751
52.7062,19.1351,-10.1767
52.6874,18.638,-10.1773
52.65,17.6439,-10.1785
52.6267,17.0227,-10.1791
52.5896,16.0289,-10.1797
52.5712,15.532,-10.18
52.5344,14.5382,-10.1803
52.5116,13.9168,-10.1805
52.4753,12.9219,-10.1829
52.4573,12.4245,-10.1839
52.4212,11.4299,-10.1855
52.399,10.8081,-10.1864
52.3648,9.81214,-10.188
52.3476,9.31435,-10.1886
52.3131,8.31909,-10.1892
52.2915,7.6972,-10.1893
52.257,6.70245,-10.1896
52.2397,6.20518,-10.1898
52.2051,5.21077,-10.19
52.1835,4.58915,-10.1902
52.1494,3.59364,-10.1909
52.1322,3.0961,-10.1909
52.0979,2.10136,-10.1906
52.0764,1.47975,-10.1904
52.042,0.485435,-10.1901
52.0248,-0.0116564,-10.1901
51.9903,-1.0058,-10.1898
51.9687,-1.62707,-10.1896
51.9358,-2.62079,-10.1898
51.9193,-3.11761,-10.1897
51.8861,-4.11115,-10.1894
51.8654,-4.73205,-10.1891
51.8323,-5.72548,-10.1886
51.8157,-6.22218,-10.1882
51.7824,-7.21549,-10.1875
51.7616,-7.83623,-10.187
51.7283,-8.82921,-10.1855
51.7116,-9.32566,-10.1848
51.6781,-10.3185,-10.1832
51.6571,-10.9389,-10.1823
51.6236,-11.9316,-10.1806
51.6068,-12.4279,-10.1797
51.5733,-13.4205,-10.1778
51.5524,-14.0411,-10.1766
51.5194,-15.0349,-10.1744
51.5029,-15.5317,-10.1733
51.4698,-16.525,-10.1712
51.4491,-17.1456,-10.1699
51.416,-18.1384,-10.168
51.3994,-18.6347,-10.1671
51.3663,-19.6271,-10.1652
51.3456,-20.2473,-10.164
51.3149,-21.2405,-10.1633
51.2993,-21.737,-10.1628
51.268,-22.7298,-10.1617
51.2484,-23.3502,-10.161
51.2168,-24.3426,-10.1599
51.2009,-24.8388,-10.1594
51.169,-25.8309,-10.1583
51.1493,-26.4517,-10.158
51.1185,-27.4496,-10.1591
51.103,-27.9481,-10.1596
51.0718,-28.9444,-10.1603
51.0522,-29.5666,-10.1607
51.0207,-30.5616,-10.1608
51.0048,-31.0588,-10.1607
50.973,-32.0529,-10.1604
50.9534,-32.6746,-10.1604
50.924,-33.6723,-10.1618
50.9091,-34.1707,-10.1622
50.879,-35.1668,-10.1624
50.86,-35.7889,-10.1622
50.8292,-36.7838,-10.1617
50.8138,-37.2811,-10.1613
50.7827,-38.2752,-10.1604
50.7631,-38.8964,-10.1597
50.7331,-39.8907,-10.16
50.718,-40.3877,-10.1599
50.6875,-41.3816,-10.1592
50.6682,-42.0026,-10.1585
50.6373,-42.9962,-10.1575
50.6179,-43.617,-10.1567
50.5907,-44.4861,-10.1554
50.5708,-45.1076,-10.1547
50.5374,-46.1055,-10.1549
50.5208,-46.6041,-10.1548
50.4875,-47.6006,-10.1544
50.4667,-48.2231,-10.1539
50.4335,-49.2186,-10.153
50.417,-49.7161,-10.1524
50.3838,-50.7107,-10.1512
50.3632,-51.3329,-10.151
50.3307,-52.3324,-10.1535
50.3144,-52.8316,-10.1545
50.2776,-53.954,-10.1562
50.2613,-54.4525,-10.1568
50.2285,-55.4488,-10.1576
50.2121,-55.9468,-10.1579
50.1795,-56.9423,-10.1582
50.1593,-57.5645,-10.1586
50.1279,-58.5614,-10.161
50.1121,-59.0595,-10.162
50.0805,-60.0552,-10.1632
50.0606,-60.6772,-10.1639
50.0288,-61.6717,-10.1644
50.0128,-62.1689,-10.1645
49.9809,-63.1629,-10.1645
49.9611,-63.7845,-10.1647
49.9305,-64.7811,-10.1663
49.9113,-65.4035,-10.1672
49.8842,-66.2745,-10.168
49.8647,-66.8963,-10.1685
49.8334,-67.8908,-10.1688
49.8177,-68.3878,-10.1689
49.7861,-69.3816,-10.1688
49.7663,-70.0026,-10.1685
49.7355,-70.9971,-10.168
49.72,-71.4942,-10.1676
49.6888,-72.4882,-10.1668
49.6691,-73.1093,-10.1661
49.6377,-74.1029,-10.1646
49.6219,-74.5996,-10.1638
49.5903,-75.5928,-10.1621
49.5706,-76.2143,-10.1614
49.5395,-77.2128,-10.1615
49.5239,-77.7116,-10.1613
49.4926,-78.7085,-10.1608
49.473,-79.331,-10.1605
49.4416,-80.3264,-10.16
49.4258,-80.8239,-10.1598
49.3944,-81.8185,-10.1593
49.3745,-82.4406,-10.1592
49.3418,-83.4402,-10.1593
49.3254,-83.9393,-10.1592
49.2929,-84.9368,-10.159
49.2727,-85.5597,-10.1587
49.2403,-86.5556,-10.1582
49.2241,-87.0532,-10.1578
49.1919,-88.048,-10.1569
49.1716,-88.67,-10.1568
49.1383,-89.6689,-10.1586
49.1218,-90.1679,-10.1594
49.0886,-91.1649,-10.1606
49.0679,-91.7875,-10.1611
49.0349,-92.7829,-10.1616
49.0184,-93.2803,-10.1616
48.9856,-94.2745,-10.1615
48.9652,-94.8962,-10.162
48.9327,-95.8943,-10.1656
48.9165,-96.3928,-10.1671
48.8842,-97.389,-10.1698
48.8641,-98.0111,-10.1712
48.8319,-99.0056,-10.1732
48.8159,-99.5026,-10.1739
48.7838,-100.496,-10.1753
48.7636,-101.117,-10.1764
48.7297,-102.114,-10.1797
48.7129,-102.611,-10.1811
48.6795,-103.606,-10.1835
48.6588,-104.227,-10.1849
48.6258,-105.22,-10.1865
48.6094,-105.716,-10.1871
48.5725,-106.832,-10.1884
48.5559,-107.329,-10.1889
48.5215,-108.324,-10.1908
48.5045,-108.822,-10.1916
48.4707,-109.815,-10.193
48.4498,-110.436,-10.1937
48.4166,-111.429,-10.195
48.4,-111.925,-10.1956
48.3671,-112.917,-10.1966
48.3466,-113.537,-10.1971
48.3103,-114.527,-10.1999
48.2924,-115.022,-10.2011
48.2571,-116.012,-10.2031
48.2354,-116.631,-10.204
48.1998,-117.622,-10.2059
48.1822,-118.117,-10.2067
48.1475,-119.107,-10.208
48.1261,-119.726,-10.2085
48.0922,-120.716,-10.2091
48.0754,-121.211,-10.2093
48.0421,-122.201,-10.2097
48.0208,-122.82,-10.2102
47.9837,-123.813,-10.2125
47.9655,-124.309,-10.2133
47.9298,-125.301,-10.2144
47.9078,-125.921,-10.2149
47.8731,-126.913,-10.2155
47.8559,-127.409,-10.2155
47.822,-128.4,-10.2153
47.8011,-129.02,-10.2151
47.7651,-130.012,-10.2152
47.7474,-130.508,-10.2151
47.7125,-131.499,-10.2145
47.691,-132.119,-10.2141
47.6571,-133.111,-10.2133
47.6403,-133.606,-10.2129
47.6071,-134.598,-10.212
47.5863,-135.218,-10.2115
47.5516,-136.213,-10.212
47.5346,-136.711,-10.212
47.5008,-137.705,-10.2119
47.4799,-138.326,-10.2117
47.4469,-139.319,-10.211
47.4306,-139.816,-10.2106
47.3981,-140.809,-10.2096
47.3775,-141.43,-10.2093
47.3417,-142.427,-10.2102
47.3242,-142.925,-10.2105
47.2896,-143.92,-10.211
47.2726,-144.418,-10.2112
47.2347,-145.536,-10.2116
47.2182,-146.033,-10.2116
47.1855,-147.026,-10.2118
47.1693,-147.523,-10.212
47.1301,-148.645,-10.2125
47.1129,-149.144,-10.2127
47.0792,-150.14,-10.2128
47.0625,-150.638,-10.2127
47.0254,-151.757,-10.2123
47.009,-152.255,-10.212
46.9767,-153.249,-10.2115
46.9606,-153.746,-10.2112
46.9226,-154.862,-10.2115
46.9059,-155.357,-10.2117
46.8728,-156.349,-10.2121
46.8564,-156.844,-10.2123
46.82,-157.959,-10.2125
46.804,-158.455,-10.2127
46.7722,-159.446,-10.2131
46.7565,-159.941,-10.2132
46.7193,-161.058,-10.2143
46.7029,-161.554,-10.2147
46.6704,-162.546,-10.2153
46.6543,-163.042,-10.2156
46.6187,-164.158,-10.2161
46.6032,-164.653,-10.2162
46.5729,-165.645,-10.2162
46.5394,-166.763,-10.2167
46.5248,-167.261,-10.2172
46.4972,-168.256,-10.2179
46.4843,-168.753,-10.2183
46.4574,-169.871,-10.219
46.4464,-170.368,-10.2192
46.4361,-170.865,-10.2195
46.4176,-171.858,-10.2201
46.4093,-172.354,-10.2204
46.3906,-173.476,-10.2224
46.3836,-173.975,-10.2231
46.3722,-174.97,-10.2241
46.3677,-175.468,-10.2246
46.3609,-176.587,-10.225
46.3593,-177.084,-10.2249
46.3588,-178.079,-10.2244
46.3603,-179.198,-10.2244
46.3619,-179.696,-10.2246
46.3683,-180.691,-10.2247
46.3731,-181.188,-10.2248
46.3876,-182.306,-10.2248
46.3958,-182.803,-10.2247
46.4155,-183.797,-10.2247
46.4269,-184.293,-10.2247
46.4539,-185.409,-10.2254
46.4664,-185.904,-10.226
46.4951,-186.894,-10.227
46.5113,-187.389,-10.2273
46.5522,-188.503,-10.2276
46.5723,-188.998,-10.2277
46.6162,-189.988,-10.2279
46.6399,-190.483,-10.2279
46.6958,-191.598,-10.2292
46.722,-192.093,-10.2303
46.7781,-193.084,-10.232
46.808,-193.579,-10.2326
46.8794,-194.693,-10.2338
46.9131,-195.188,-10.2341
46.9838,-196.178,-10.2344
47.0209,-196.673,-10.2343
47.1067,-197.786,-10.2343
47.1461,-198.281,-10.2343
47.2283,-199.27,-10.2338
47.2711,-199.764,-10.2335
47.3715,-200.876,-10.2325
47.4179,-201.37,-10.232
47.5264,-202.481,-10.2308
47.5637,-202.852,-10.2303
47.679,-203.962,-10.2303
47.7318,-204.455,-10.231
47.8407,-205.441,-10.233
47.8968,-205.934,-10.2347
48.027,-207.043,-10.2415
48.0866,-207.537,-10.2461
48.2092,-208.523,-10.2593
48.272,-209.016,-10.268
48.4162,-210.125,-10.2927
48.4815,-210.617,-10.3061
48.6154,-211.602,-10.3382
48.6839,-212.094,-10.3567
48.8416,-213.201,-10.4036
48.9133,-213.693,-10.4267
49.0596,-214.677,-10.4766
49.1344,-215.168,-10.5033
49.3069,-216.276,-10.5671
49.3855,-216.768,-10.597
49.5455,-217.751,-10.6596
49.627,-218.243,-10.6922
49.8136,-219.347,-10.7689
49.898,-219.838,-10.8042
50.0692,-220.818,-10.8772
50.1778,-221.431,-10.9242
50.3544,-222.411,-11.0011
50.4438,-222.901,-11.0404
50.6244,-223.88,-11.1207
50.7157,-224.369,-11.1617
50.9231,-225.469,-11.2557
51.0162,-225.957,-11.2983
51.2041,-226.933,-11.3851
51.2987,-227.421,-11.4293
51.516,-228.517,-11.5307
51.6141,-229.004,-11.5765
51.8114,-229.976,-11.6696
51.9106,-230.462,-11.7167
52.135,-231.555,-11.8244
52.2353,-232.041,-11.8729
52.4368,-233.012,-11.9712
52.5381,-233.497,-12.0208
52.7692,-234.589,-12.1345
52.873,-235.075,-12.1859
53.0812,-236.046,-12.2895
53.1856,-236.531,-12.3417
53.4211,-237.621,-12.4604
53.5261,-238.105,-12.5137
53.7366,-239.074,-12.6211
53.8422,-239.558,-12.6752
54.0827,-240.646,-12.7971
54.1909,-241.129,-12.8513
54.4075,-242.095,-12.9608
54.5158,-242.578,-13.0161
54.7598,-243.664,-13.1419
54.8683,-244.147,-13.1983
55.0857,-245.112,-13.3118
55.1947,-245.594,-13.369
55.4424,-246.679,-13.4985
55.554,-247.16,-13.5562
55.7794,-248.121,-13.6726
55.8933,-248.602,-13.7313
56.1539,-249.682,-13.8653
56.2719,-250.162,-13.9254
56.5127,-251.12,-14.0468
56.6357,-251.598,-14.1082
56.9186,-252.673,-14.2482
57.0475,-253.15,-14.3112
57.3125,-254.101,-14.4388
57.4489,-254.575,-14.5033
57.7658,-255.639,-14.6501
57.9114,-256.11,-14.7162
58.2117,-257.048,-14.8497
58.3667,-257.516,-14.9172
58.723,-258.562,-15.0703
58.8849,-259.025,-15.1387
59.2204,-259.945,-15.2771
59.3943,-260.403,-15.347
59.8009,-261.427,-15.5058
59.9887,-261.879,-15.577
60.3773,-262.777,-15.7205
60.5782,-263.223,-15.7926
61.0417,-264.219,-15.9563
61.2527,-264.658,-16.0298
61.6898,-265.529,-16.1774
61.9159,-265.961,-16.2515
62.4432,-266.922,-16.4193
62.6859,-267.344,-16.494
63.1866,-268.18,-16.6442
63.4445,-268.593,-16.7195
64.0372,-269.511,-16.889
64.306,-269.914,-16.9646
64.8599,-270.708,-17.116
65.1449,-271.099,-17.1918
65.8055,-271.967,-17.3624
66.1077,-272.346,-17.4383
66.7271,-273.093,-17.59
67.0443,-273.46,-17.6659
67.7698,-274.272,-17.8367
68.097,-274.626,-17.9127
68.7666,-275.32,-18.0644
69.1088,-275.661,-18.1403
69.896,-276.412,-18.3106
70.2533,-276.739,-18.3862
70.9811,-277.379,-18.5371
71.3514,-277.693,-18.6122
72.1977,-278.382,-18.78
72.5796,-278.681,-18.854
73.3548,-279.267,-19.0008
73.7479,-279.554,-19.0739
74.6451,-280.183,-19.2374
75.0491,-280.456,-19.3095
75.8666,-280.991,-19.4525
76.2798,-281.252,-19.5235
77.2183,-281.826,-19.6821
77.6392,-282.074,-19.7521
78.4888,-282.56,-19.891
78.9173,-282.798,-19.9602
79.89,-283.32,-20.1148
80.3259,-283.547,-20.183
81.2039,-283.992,-20.3186
81.6458,-284.209,-20.3862
82.6488,-284.686,-20.5386
83.0979,-284.892,-20.6064
84.0002,-285.297,-20.7414
84.4533,-285.495,-20.8089
85.4773,-285.934,-20.9607
85.9343,-286.126,-21.0283
86.8515,-286.503,-21.164
87.3115,-286.688,-21.2321
88.3512,-287.094,-21.3869
88.815,-287.27,-21.4565
89.7443,-287.619,-21.5964
90.2097,-287.792,-21.6669
91.2584,-288.177,-21.8267
91.7251,-288.346,-21.8983
92.6592,-288.683,-22.0423
93.1267,-288.85,-22.1146
94.1824,-289.221,-22.2764
94.6527,-289.384,-22.3478
95.5926,-289.711,-22.4894
96.0622,-289.874,-22.5594
97.1178,-290.243,-22.7137
97.5866,-290.408,-22.7805
98.5232,-290.738,-22.9104
98.991,-290.904,-22.9733
100.046,-291.273,-23.1088
100.516,-291.436,-23.1666
101.453,-291.765,-23.2792
101.921,-291.931,-23.3345
102.971,-292.309,-23.4562
103.436,-292.479,-23.5092
104.365,-292.821,-23.6132
104.829,-292.995,-23.6643
105.875,-293.383,-23.7772
106.34,-293.556,-23.8265
107.267,-293.907,-23.9238
107.729,-294.086,-23.9717
108.765,-294.494,-24.0777
109.223,-294.678,-24.1242
110.138,-295.053,-24.2159
110.593,-295.243,-24.2612
111.618,-295.674,-24.3613
112.072,-295.867,-24.4051
112.978,-296.259,-24.4914
113.43,-296.458,-24.534
114.44,-296.916,-24.6284
114.887,-297.123,-24.6697
115.777,-297.544,-24.7513
116.22,-297.759,-24.7917
117.217,-298.243,-24.8808
117.66,-298.46,-24.9197
118.542,-298.901,-24.9967
118.98,-299.126,-25.0348
119.96,-299.643,-25.1192
120.393,-299.877,-25.1561
121.253,-300.353,-25.2291
121.681,-300.595,-25.2654
122.644,-301.146,-25.3473
123.071,-301.394,-25.3843
123.918,-301.9,-25.4606
124.338,-302.158,-25.5001
125.274,-302.75,-25.5934
125.687,-303.019,-25.6369
126.505,-303.566,-25.7282
126.911,-303.844,-25.7762
127.822,-304.479,-25.8863
128.225,-304.765,-25.9364
129.023,-305.347,-26.0405
129.418,-305.643,-26.0942
130.297,-306.319,-26.2188
130.684,-306.624,-26.2756
131.45,-307.243,-26.3916
131.83,-307.557,-26.4508
132.681,-308.273,-26.585
133.057,-308.596,-26.6452
133.801,-309.249,-26.7675
134.169,-309.58,-26.8295
134.986,-310.334,-26.9712
135.344,-310.673,-27.035
136.053,-311.36,-27.1641
136.404,-311.708,-27.2292
137.189,-312.499,-27.3767
137.535,-312.854,-27.4428
138.218,-313.573,-27.5763
138.555,-313.936,-27.6437
139.302,-314.761,-27.7969
139.629,-315.132,-27.8656
140.273,-315.88,-28.0037
140.591,-316.258,-28.0733
141.3,-317.117,-28.2305
141.612,-317.503,-28.3007
142.225,-318.281,-28.4419
142.527,-318.673,-28.5128
143.193,-319.564,-28.6733
143.485,-319.962,-28.7452
144.057,-320.767,-28.8895
144.339,-321.172,-28.9621
144.966,-322.093,-29.1236
145.24,-322.507,-29.1949
145.78,-323.339,-29.3386
146.044,-323.757,-29.411
146.626,-324.706,-29.5748
146.88,-325.13,-29.648
147.376,-325.984,-29.7953
147.62,-326.413,-29.8694
148.16,-327.388,-30.037
148.397,-327.824,-30.1119
148.859,-328.702,-30.2623
149.085,-329.143,-30.3377
149.58,-330.14,-30.508
149.794,-330.586,-30.584
150.212,-331.481,-30.7363
150.415,-331.931,-30.8129
150.865,-332.947,-30.9852
151.061,-333.4,-31.062
151.441,-334.311,-31.2161
151.807,-335.227,-31.371
152.028,-335.802,-31.4682
152.37,-336.726,-31.6245
152.536,-337.19,-31.7029
152.856,-338.121,-31.8603
153.051,-338.71,-31.9583
153.352,-339.655,-32.115
153.497,-340.129,-32.1931
153.776,-341.079,-32.3481
153.944,-341.673,-32.4436
154.202,-342.627,-32.5937
154.327,-343.105,-32.6671
154.566,-344.063,-32.81
154.713,-344.664,-32.8975
154.938,-345.629,-33.0324
155.045,-346.112,-33.097
155.251,-347.079,-33.2209
155.373,-347.684,-33.2952
155.557,-348.654,-33.4106
155.643,-349.139,-33.4667
155.806,-350.111,-33.5762
155.905,-350.723,-33.6448
156.05,-351.703,-33.7514
156.118,-352.193,-33.8033
156.256,-353.296,-33.9172
156.311,-353.786,-33.9665
156.41,-354.768,-34.0629
156.455,-355.258,-34.11
156.533,-356.24,-34.2024
156.576,-356.857,-34.2594
156.633,-357.845,-34.3485
156.656,-358.339,-34.3921
156.69,-359.325,-34.4775
156.704,-359.941,-34.5297
156.715,-360.927,-34.6114
156.715,-361.419,-34.6515
156.704,-362.403,-34.7301
156.694,-363.023,-34.7797
156.664,-364.012,-34.8573
156.644,-364.506,-34.8955
156.592,-365.492,-34.9703
156.552,-366.107,-35.0162
156.476,-367.09,-35.088
156.432,-367.581,-35.1234
156.334,-368.56,-35.1929
156.268,-369.176,-35.2375
156.15,-370.159,-35.3074
156.085,-370.649,-35.3418
155.945,-371.626,-35.4091
155.849,-372.235,-35.4505
155.685,-373.207,-35.5155
155.598,-373.691,-35.5476
155.412,-374.658,-35.6106
155.291,-375.264,-35.6511
155.085,-376.231,-35.7144
154.977,-376.713,-35.7455
154.749,-377.673,-35.8066
154.6,-378.271,-35.8439
154.35,-379.224,-35.9024
154.22,-379.699,-35.9311
153.95,-380.645,-35.9876
153.777,-381.237,-36.0233
153.49,-382.18,-36.0796
153.341,-382.65,-36.1071
153.033,-383.585,-36.161
152.834,-384.167,-36.1942
152.504,-385.094,-36.2465
152.333,-385.555,-36.2723
151.983,-386.475,-36.3234
151.759,-387.051,-36.3565
151.39,-387.967,-36.4083
151.2,-388.423,-36.4336
150.811,-389.33,-36.4834
150.561,-389.893,-36.5138
150.151,-390.789,-36.5615
149.941,-391.235,-36.585
149.512,-392.121,-36.6313
149.24,-392.674,-36.6613
148.795,-393.552,-36.709
148.567,-393.989,-36.7324
148.103,-394.857,-36.7784
147.806,-395.396,-36.8066
147.322,-396.253,-36.8508
147.076,-396.678,-36.8727
146.573,-397.524,-36.9156
146.253,-398.054,-36.9448
145.73,-398.894,-36.9901
145.465,-399.311,-37.0121
144.925,-400.139,-37.0551
144.583,-400.652,-37.0815
