x,y,z
0.0288299,0.0151416,0.104362
0.0298503,0.0150725,0.104282
0.0295155,0.0142389,0.102827
0.0292435,0.0129966,0.1003
0.029519,0.0121114,0.0983082
0.0298506,0.0118703,0.0976785
0.0308362,0.0115884,0.096813
0.0314586,0.0115749,0.0964975
0.0330149,0.0118331,0.0960736
0.0333525,0.0119021,0.0956462
0.0319873,0.0116036,0.0936049
0.0315339,0.0115489,0.0927464
0.0310387,0.0116658,0.0913861
0.0310233,0.0118595,0.0910096
0.0313693,0.0124641,0.0903395
0.0316094,0.0127246,0.090151
0.0327675,0.0136034,0.0896361
0.0330877,0.0138345,0.0891462
0.0322033,0.0132708,0.0868121
0.0319579,0.0130843,0.0858602
0.0319361,0.0129526,0.0841313
0.0321256,0.0130157,0.0834473
0.0327846,0.013387,0.0823501
0.0332275,0.0136882,0.081842
0.0345187,0.0145306,0.0807073
0.0346575,0.0147002,0.0800006
0.0323927,0.0138831,0.0777637
0.0315697,0.0136565,0.0767385
0.0303625,0.0134254,0.0745265
0.0300272,0.0134367,0.073638
0.0297256,0.0136088,0.0720752
0.0297795,0.0137468,0.0713866
0.0303198,0.0142681,0.0698906
0.0307089,0.0145791,0.0692801
0.0274581,0.0137561,0.0672059
0.0261859,0.0135199,0.0661757
0.0240521,0.0133262,0.0639996
0.0234162,0.0133649,0.0631265
0.0227113,0.0135992,0.0615443
0.0225849,0.0138247,0.0607537
0.0226556,0.0145441,0.059127
0.0225656,0.014707,0.058127
0.0214446,0.01405,0.0550549
0.0211601,0.0138899,0.053599
0.0211023,0.013904,0.0504243
0.0212642,0.014063,0.0490903
0.0219319,0.0145369,0.0465073
0.0224341,0.0148433,0.0452834
0.0239085,0.0156998,0.0427856
0.0242711,0.0158486,0.0415574
0.0229852,0.0147772,0.0376407
0.022759,0.0145359,0.0363983
0.0226506,0.0140766,0.0329589
0.0228558,0.0140027,0.0315546
0.0237477,0.0141301,0.0284652
0.0241542,0.0142664,0.027566
0.0256965,0.0147936,0.0249204
0.0259582,0.0148211,0.0237394
0.0238671,0.0136177,0.0211074
0.0231527,0.0131515,0.0198361
0.0222452,0.0124249,0.0171343
0.0221129,0.0122526,0.0158417
0.0222024,0.0120985,0.0133488
0.022406,0.0121171,0.0120506
0.0233499,0.0122916,0.00903264
0.0239835,0.0124139,0.0076994
0.0243889,0.0115076,0.00630835
0.0247754,0.0112256,0.0055371
0.0259638,0.0108725,0.00361858
0.0266486,0.0108008,0.00271629
0.0282663,0.0108726,0.000890544
0.0291793,0.0109786,1.7904e-05
0.0315334,0.0112933,-0.00184224
0.0321995,0.0113714,-0.0025669
0.0310588,0.0111931,-0.00319097
0.0307726,0.0111612,-0.00361412
0.0306911,0.0112397,-0.0048931
0.0308619,0.011359,-0.0054939
0.0316165,0.0117076,-0.00709734
0.0319845,0.0118501,-0.00767426
0.0333297,0.0123426,-0.00948508
0.0334726,0.0124327,-0.0103269
0.030954,0.0118272,-0.0114041
0.0300238,0.0115398,-0.011997
0.0286206,0.0110262,-0.013551
0.0282224,0.0108658,-0.014262
0.02786,0.0106386,-0.0156566
0.0278686,0.0105688,-0.0163587
0.0281888,0.0104094,-0.0179709
0.0280203,0.010199,-0.0184907
0.025544,0.00900447,-0.0185485
0.0246305,0.00843869,-0.018622
0.023219,0.00735201,-0.0188714
0.0228467,0.00694748,-0.0191037
0.0225826,0.00625377,-0.0197077
0.0226829,0.00595585,-0.0200389
0.0233899,0.00534762,-0.0211122
0.023877,0.00510194,-0.0216759
0.0228225,0.00460331,-0.0225043
0.022511,0.00436262,-0.0229955
0.0221698,0.00388912,-0.024074
0.0221713,0.00368888,-0.0246218
0.022463,0.00337604,-0.0258923
0.0227307,0.00326705,-0.0265536
0.0236045,0.00310903,-0.0279385
0.0240983,0.00306046,-0.0285466
0.0240118,0.00423407,-0.0271071
