t,north,east,down,vel,roll,pitch,speed,throttle
2.64,7.25057,225.659,-26.0615,14.57,-0.776538,-0.0919524,14.0873,0.0006
2.65,7.25057,225.659,-26.0615,14.57,-0.756281,-0.326571,14.0873,0.0006
2.66,7.28252,226.118,-26.0739,14.525,-0.744355,-0.482989,14.0873,0.0006
2.67,7.28252,226.118,-26.0739,14.525,-0.740998,-0.55863,14.0873,0.0006
2.68,7.31379,226.576,-26.0841,14.4825,-0.721943,-0.748393,14.0873,0.0006
2.69,7.34443,227.033,-26.0919,14.4394,-0.703581,-0.924656,14.0873,0.0006
2.7,7.34443,227.033,-26.0919,14.4394,-0.689207,-1.08419,13.9916,0.0008
2.71,7.38192,227.603,-26.0988,14.3898,-0.669689,-1.22723,13.9916,0.0008
2.72,7.38192,227.603,-26.0988,14.3898,-0.654401,-1.362,13.9916,0.0008
2.73,7.4113,228.058,-26.1023,14.3517,-0.63904,-1.49458,13.9916,0.0008
2.74,7.44016,228.512,-26.1044,14.3142,-0.625934,-1.626,13.9916,0.0008
2.75,7.44016,228.512,-26.1044,14.3142,-0.606463,-1.75878,13.8794,0.0009
2.76,7.46851,228.965,-26.1048,14.2773,-0.58547,-1.91707,13.8794,0.0009
2.77,7.46851,228.965,-26.1048,14.2773,-0.574805,-2.01788,13.8794,0.0009
2.78,7.49638,229.417,-26.1036,14.2417,-0.557557,-2.14489,13.8794,0.0009
2.79,7.49638,229.417,-26.1036,14.2417,-0.551684,-2.26255,13.8794,0.0009
2.8,7.52382,229.868,-26.101,14.2075,-0.532349,-2.37751,13.7786,0.0009
2.81,7.5575,230.431,-26.0958,14.1669,-0.52582,-2.51538,13.7786,0.0009
2.82,7.5575,230.431,-26.0958,14.1669,-0.513848,-2.60389,13.7786,0.0009
2.83,7.58397,230.88,-26.0901,14.1363,-0.503826,-2.67235,13.7786,0.0009
2.84,7.58397,230.88,-26.0901,14.1363,-0.490435,-2.78095,13.7786,0.0009
2.85,7.61094,231.329,-26.0829,14.1072,-0.479792,-2.88166,13.6598,0.001
2.86,7.61094,231.329,-26.0829,14.1072,-0.469928,-2.98444,13.6598,0.001
2.87,7.64012,231.775,-26.0741,14.0766,-0.460517,-3.08245,13.6598,0.001
2.88,7.66875,232.22,-26.0642,14.047,-0.452407,-3.17914,13.6598,0.001
2.89,7.66875,232.22,-26.0642,14.047,-0.441124,-3.2716,13.6598,0.001
2.9,7.69689,232.665,-26.0531,14.0181,-0.428714,-3.37805,13.5035,0.0011
2.91,7.69689,232.665,-26.0531,14.0181,-0.422615,-3.45152,13.5035,0.0011
2.92,7.73142,233.22,-26.0377,13.9832,-0.414949,-3.53709,13.5035,0.0011
2.93,7.75853,233.663,-26.0241,13.9581,-0.407397,-3.62392,13.5035,0.0011
2.94,7.75853,233.663,-26.0241,13.9581,-0.40508,-3.65731,13.5035,0.0011
2.95,7.78524,234.105,-26.0095,13.9341,-0.397644,-3.74256,13.5035,0.0011
2.96,7.78524,234.105,-26.0095,13.9341,-0.389643,-3.82136,13.5035,0.0011
2.97,7.81158,234.548,-25.9939,13.91,-0.382747,-3.90425,13.5035,0.0011
2.98,7.81158,234.548,-25.9939,13.91,-0.372688,-3.98675,13.5035,0.0011
2.99,7.83754,234.989,-25.9772,13.8894,-0.36071,-4.06513,13.5035,0.0011
3,7.86314,235.43,-25.9596,13.8693,-0.353225,-4.1378,13.5035,0.0011
3.01,7.86314,235.43,-25.9596,13.8693,-0.346578,-4.2135,13.449,0.0012
3.02,7.89466,235.981,-25.9362,13.8437,-0.338519,-4.28619,13.449,0.0012
