z0,vx0,i,u0_opt,u1_opt,u2_opt,x,z,v_abs,v_arg,vx,vz,gripx,gripz,aoa
1.3,10.75,2,7.75426e-08,0.171637,0.349066,-4.56191,1.31732,11.3815,0.117442,11.3031,1.33359,-4.16819,1.24672,0.054195
1.3,10.75,3,8.52963e-08,0.168147,0.349066,-4.33585,1.344,11.4745,0.135828,11.3688,1.55377,-3.94238,1.27202,0.0323183
1.3,10.75,4,9.46713e-08,0.164656,0.349066,-4.10848,1.37507,11.5275,0.14296,11.4099,1.64236,-3.71526,1.30173,0.0216955
1.3,10.75,5,1.06611e-07,0.161165,0.349066,-3.88028,1.40792,11.5641,0.144549,11.4435,1.66576,-3.48732,1.3332,0.016616
1.3,10.75,6,1.22557e-07,0.157675,0.349066,-3.65141,1.44123,11.5937,0.143493,11.4746,1.65791,-3.25871,1.36514,0.0141819
1.3,10.75,7,1.45099e-07,0.154184,0.349066,-3.42192,1.47439,11.6205,0.141196,11.5048,1.63531,-3.02949,1.39693,0.0129885
1.3,10.75,8,1.79693e-07,0.150693,0.349066,-3.19182,1.5071,11.646,0.138322,11.5347,1.60576,-2.79967,1.42827,0.0123712
1.3,10.75,9,2.40621e-07,0.147203,0.349066,-2.96113,1.53921,11.6711,0.135183,11.5646,1.57293,-2.56925,1.45902,0.0120197
1.3,10.75,10,3.84549e-07,0.143712,0.349066,-2.72984,1.57067,11.6961,0.131922,11.5944,1.53849,-2.33824,1.48911,0.0117901
1.3,10.75,11,0.579594,0.140221,0.349066,-2.49795,1.60144,11.7211,0.128605,11.6243,1.50324,-2.10664,1.51851,0.0116161
1.3,10.75,12,1,0.136731,0.349066,-2.26546,1.63151,11.5061,0.130944,11.4076,1.50236,-1.87444,1.54721,0.0057862
1.3,10.75,13,1,0.13324,0.349066,-2.03731,1.66155,10.7969,0.141854,10.6885,1.52645,-1.64659,1.57589,-0.00861367
1.3,10.75,14,1,0.129749,0.349066,-1.82354,1.69208,10.0541,0.14328,9.95109,1.43563,-1.43312,1.60506,-0.0135309
1.3,10.75,15,1,0.126259,0.359289,-1.62452,1.7208,9.26423,0.145963,9.16572,1.34743,-1.23533,1.62843,-0.019704
1.3,10.75,16,1,0.122768,0.39096,-1.4412,1.74774,8.42486,0.150349,8.32981,1.2619,-1.0555,1.64175,-0.0275812
