u0_opt,u1_opt,u2_opt,x,z,vel
1.76715e-05,0.0734345,0.430227,-0.738002,10.2751,10.2493
1.80986e-05,0.0725618,0.493737,-0.63598,10.2849,10.2609
1.85327e-05,0.0716892,0.576044,-0.533835,10.2947,10.2725
1.89811e-05,0.0708165,0.685031,-0.431567,10.3043,10.2842
1.94523e-05,0.0699438,0.83169,-0.329176,10.314,10.2958
1.99552e-05,0.0690711,1.02871,-0.226662,10.3235,10.3074
2.04977e-05,0.0681985,1.28245,-0.124025,10.333,10.319
2.10871e-05,0.0673258,1.5761,-0.0212643,10.3424,10.3306
2.17315e-05,0.0664531,1.86526,0.0816191,10.3517,10.3423
2.24442e-05,0.0655804,2.10913,0.184626,10.361,10.3539
2.32462e-05,0.0647078,2.29625,0.287755,10.3702,10.3655
2.40967e-05,0.0638351,2.44346,0.391007,10.3793,10.3771
2.5e-05,0.0629624,2.44346,0.494382,10.3884,10.3887
2.59607e-05,0.0620897,2.44346,0.597881,10.3974,10.4004
2.6984e-05,0.0612171,2.44346,0.701502,10.4063,10.412
2.80758e-05,0.0603444,2.44346,0.805245,10.4151,10.4236
2.92428e-05,0.0594717,2.44346,0.909112,10.4239,10.4353
3.04923e-05,0.058599,2.44346,1.0131,10.4326,10.4469
3.18328e-05,0.0577264,2.44346,1.11721,10.4412,10.4585
3.32738e-05,0.0568537,2.44346,1.22145,10.4498,10.4702
3.48261e-05,0.055981,2.44346,1.32581,10.4583,10.4818
3.65023e-05,0.0551083,2.44346,1.43029,10.4667,10.4935
3.83166e-05,0.0542357,2.44346,1.53489,10.475,10.5051
4.02855e-05,0.053363,2.44346,1.63961,10.4833,10.5167
4.2428e-05,0.0524903,2.44346,1.74446,10.4915,10.5284
4.47665e-05,0.0516176,2.44346,1.84943,10.4996,10.54
4.7327e-05,0.050745,2.44346,1.95453,10.5076,10.5517
5.01402e-05,0.0498723,2.44346,2.05974,10.5156,10.5633
5.32425e-05,0.0489996,2.44346,2.16508,10.5235,10.575
5.66774e-05,0.0481269,2.44346,2.27054,10.5313,10.5867
6.04972e-05,0.0472543,2.44346,2.37612,10.5391,10.5983
6.47654e-05,0.0463816,2.44346,2.48183,10.5467,10.61
6.95595e-05,0.0455089,2.44346,2.58765,10.5543,10.6216
7.49754e-05,0.0446363,2.44346,2.6936,10.5619,10.6333
8.1133e-05,0.0437636,2.44346,2.79968,10.5693,10.645
8.81837e-05,0.0428909,2.44346,2.90587,10.5767,10.6566
9.63216e-05,0.0420182,2.44346,3.01219,10.584,10.6683
0.0001058,0.0411456,2.44346,3.11862,10.5912,10.68
0.000116952,0.0402729,2.44346,3.22518,10.5983,10.6917
0.000130233,0.0394002,2.44346,3.33187,10.6054,10.7033
0.000146268,0.0385275,2.44346,3.43867,10.6124,10.715
0.000165952,0.0376549,2.44346,3.5456,10.6193,10.7267
0.000190602,0.0367822,2.44346,3.65265,10.6262,10.7384
0.00022225,0.0359095,2.44346,3.75982,10.6329,10.7501
0.000264199,0.0350368,2.44346,3.86711,10.6396,10.7618
0.000322252,0.0341642,2.44346,3.97453,10.6462,10.7735
0.000407731,0.0332915,2.44346,4.08206,10.6527,10.7852
0.000546789,0.0324188,2.44346,4.18972,10.6592,10.7969
0.000821722,0.0315462,2.44346,4.2975,10.6655,10.8086
0.00186224,0.0306735,2.44346,4.40541,10.6718,10.8203
0.499995,0.0298008,2.44346,4.51343,10.678,10.832
0.499997,0.0289282,2.44346,4.62158,10.6842,10.7451
0.499997,0.0280555,2.44346,4.72886,10.6903,10.657
0.499995,0.0271829,2.44346,4.83526,10.6962,10.5677
0.499988,0.0263106,2.44346,4.94077,10.7021,10.4773
0.248463,0.0263209,2.44346,5.04539,10.7079,10.3861
0.25,0.0263266,2.44346,5.1491,10.7135,10.3711
5.76525e-06,0.104837,0.592556,-5,9.85,9.75
5.80593e-06,0.10571,0.349066,-4.9025,9.85,9.80285
5.85903e-06,0.104837,0.349066,-4.80451,9.85266,9.85264
5.92343e-06,0.103965,0.349066,-4.7061,9.85745,9.89736
5.99867e-06,0.103092,0.349066,-4.60733,9.86387,9.9368
6.08456e-06,0.102219,0.349066,-4.50826,9.87157,9.9713
6.18106e-06,0.101347,0.349066,-4.40893,9.88025,10.0014
6.28829e-06,0.100474,0.349066,-4.30936,9.88968,10.0279
6.40645e-06,0.0996013,0.349066,-4.20958,9.89969,10.0513
6.53581e-06,0.0987287,0.349066,-4.10961,9.91013,10.0722
6.67673e-06,0.097856,0.349066,-4.00947,9.92089,10.0911
6.8296e-06,0.0969833,0.349066,-3.90916,9.93189,10.1084
6.99487e-06,0.0961106,0.349066,-3.80869,9.94306,10.1244
7.17304e-06,0.095238,0.349066,-3.70808,9.95434,10.1394
7.36467e-06,0.0943653,0.349066,-3.60732,9.9657,10.1536
7.57032e-06,0.0934926,0.349066,-3.50643,9.97711,10.1673
7.79061e-06,0.0926199,0.349066,-3.4054,9.98853,10.1804
8.02616e-06,0.0917473,0.349066,-3.30424,9.99995,10.1932
8.27763e-06,0.0908746,0.349066,-3.20295,10.0114,10.2057
8.54566e-06,0.0900019,0.349066,-3.10153,10.0227,10.218
8.83086e-06,0.0891292,0.349066,-2.99998,10.0341,10.2301
9.1338e-06,0.0882566,0.349066,-2.8983,10.0454,10.2421
9.45499e-06,0.0873839,0.349066,-2.7965,10.0566,10.254
9.79483e-06,0.0865112,0.349066,-2.69458,10.0678,10.2658
1.01536e-05,0.0856385,0.349066,-2.59253,10.079,10.2775
1.05312e-05,0.0847659,0.349066,-2.49035,10.0901,10.2892
1.09277e-05,0.0838932,0.349066,-2.38805,10.1011,10.3009
1.13425e-05,0.0830205,0.349066,-2.28563,10.1121,10.3125
1.17747e-05,0.0821478,0.349066,-2.18308,10.123,10.3241
1.22232e-05,0.0812752,0.349066,-2.08041,10.1338,10.3357
1.26863e-05,0.0804025,0.349066,-1.97761,10.1446,10.3473
1.3162e-05,0.0795298,0.349066,-1.87469,10.1553,10.3589
1.36476e-05,0.0786571,0.349066,-1.77165,10.1659,10.3705
1.41404e-05,0.0777845,0.349066,-1.66849,10.1765,10.382
1.4637e-05,0.0769118,0.349066,-1.5652,10.187,10.3936
1.51344e-05,0.0760391,0.349066,-1.46179,10.1974,10.4052
1.56291e-05,0.0751665,0.349066,-1.35825,10.2078,10.4167
1.61185e-05,0.0742938,0.349066,-1.25459,10.218,10.4283
1.66003e-05,0.0734211,0.349066,-1.15081,10.2283,10.4398
1.70733e-05,0.0725484,0.349066,-1.04691,10.2384,10.4514
1.75376e-05,0.0716758,0.349066,-0.942884,10.2485,10.4629
1.79947e-05,0.0708031,0.369772,-0.838734,10.2585,10.4745
1.84476e-05,0.0699304,0.420342,-0.734462,10.2684,10.4861
1.89013e-05,0.0690577,0.485001,-0.630066,10.2783,10.4976
1.93625e-05,0.0681851,0.569648,-0.525548,10.2881,10.5092
1.98396e-05,0.0673124,0.683119,-0.420907,10.2978,10.5208
2.03424e-05,0.0664397,0.837957,-0.316143,10.3075,10.5323
2.08809e-05,0.065567,1.04863,-0.211257,10.3171,10.5439
2.14638e-05,0.0646944,1.32095,-0.106248,10.3266,10.5555
2.20987e-05,0.0638217,1.6313,-0.00111563,10.336,10.567
2.27953e-05,0.062949,1.9266,0.104139,10.3454,10.5786
2.35699e-05,0.0620763,2.16645,0.209516,10.3547,10.5902
2.44488e-05,0.0612037,2.34553,0.315016,10.3639,10.6018
2.53837e-05,0.060331,2.44346,0.420638,10.373,10.6133
2.63797e-05,0.0594583,2.44346,0.526383,10.3821,10.6249
2.74427e-05,0.0585856,2.44346,0.632251,10.3911,10.6365
2.8579e-05,0.057713,2.44346,0.73824,10.4,10.6481
2.97962e-05,0.0568403,2.44346,0.844353,10.4089,10.6597
3.11025e-05,0.0559676,2.44346,0.950588,10.4177,10.6713
3.25075e-05,0.0550949,2.44346,1.05694,10.4264,10.6828
3.4022e-05,0.0542223,2.44346,1.16342,10.435,10.6944
3.56587e-05,0.0533496,2.44346,1.27003,10.4435,10.706
3.74318e-05,0.0524769,2.44346,1.37675,10.452,10.7176
3.93581e-05,0.0516042,2.44346,1.4836,10.4604,10.7292
4.14571e-05,0.0507316,2.44346,1.59057,10.4687,10.7408
4.37518e-05,0.0498589,2.44346,1.69766,10.477,10.7524
4.62691e-05,0.0489862,2.44346,1.80487,10.4852,10.764
4.90412e-05,0.0481135,2.44346,1.9122,10.4933,10.7756
5.21066e-05,0.0472409,2.44346,2.01966,10.5013,10.7872
5.55119e-05,0.0463682,2.44346,2.12724,10.5092,10.7989
5.9314e-05,0.0454955,2.44346,2.23494,10.5171,10.8105
6.35828e-05,0.0446228,2.44346,2.34277,10.5249,10.8221
6.8406e-05,0.0437502,2.44346,2.45071,10.5326,10.8337
7.38943e-05,0.0428775,2.44346,2.55878,10.5402,10.8453
8.01899e-05,0.0420048,2.44346,2.66697,10.5478,10.857
8.74792e-05,0.0411321,2.44346,2.77528,10.5553,10.8686
9.60112e-05,0.0402595,2.44346,2.88371,10.5627,10.8802
0.000106127,0.0393868,2.44346,2.99227,10.57,10.8918
0.00011831,0.0385141,2.44346,3.10095,10.5773,10.9035
0.000133269,0.0376415,2.44346,3.20975,10.5844,10.9151
0.000152097,0.0367688,2.44346,3.31867,10.5915,10.9267
0.000176593,0.0358961,2.44346,3.42771,10.5985,10.9384
0.000209986,0.0350234,2.44346,3.53687,10.6055,10.95
0.000258886,0.0341508,2.44346,3.64616,10.6123,10.9617
0.000340026,0.0332781,2.44346,3.75557,10.6191,10.9733
0.000518257,0.0324054,2.44346,3.8651,10.6258,10.985
0.464591,0.0315327,2.44346,3.97475,10.6324,10.9966
0.499999,0.0306601,2.44346,4.08452,10.6389,10.9242
0.5,0.0297874,2.44346,4.19357,10.6454,10.8374
0.5,0.0289147,2.44346,4.30175,10.6518,10.7493
0.5,0.028042,2.44346,4.40906,10.658,10.6603
0.5,0.0271694,2.44346,4.51549,10.6642,10.5703
0.5,0.0262967,2.44346,4.62102,10.6702,10.4795
0.5,0.0254241,2.44346,4.72566,10.676,10.3878
0.499999,0.0245514,2.44346,4.82938,10.6816,10.2955
0.499999,0.0236788,2.44346,4.93219,10.6871,10.2024
0.499998,0.0228062,2.44346,5.03408,10.6924,10.1087
0.499995,0.0219338,2.44346,5.13504,10.6975,10.0143
0.248339,0.0219435,2.44346,5.23506,10.7024,9.91919
0.25,0.0219487,2.44346,5.33414,10.7071,9.90295
3.56303e-06,0.102273,0.592556,-5,9.85,10
3.58962e-06,0.103146,0.349066,-4.9,9.85,10.0549
3.62415e-06,0.102273,0.349066,-4.79949,9.85279,10.1063
3.66588e-06,0.1014,0.349066,-4.69855,9.85779,10.1522
3.71452e-06,0.100528,0.349066,-4.59725,9.86449,10.1924
3.76998e-06,0.0996551,0.349066,-4.49564,9.87249,10.2274
3.83224e-06,0.0987824,0.349066,-4.39376,9.88149,10.2577
3.90141e-06,0.0979097,0.349066,-4.29165,9.89124,10.2842
3.97762e-06,0.0970371,0.349066,-4.18933,9.90157,10.3074
4.06107e-06,0.0961644,0.349066,-4.08682,9.91233,10.3282
4.15201e-06,0.0952917,0.349066,-3.98413,9.92339,10.3468
4.2507e-06,0.094419,0.349066,-3.88128,9.93469,10.3639
4.35746e-06,0.0935464,0.349066,-3.77828,9.94615,10.3797
4.47261e-06,0.0926737,0.349066,-3.67513,9.95771,10.3945
4.59654e-06,0.091801,0.349066,-3.57183,9.96934,10.4085
4.72962e-06,0.0909283,0.349066,-3.4684,9.981,10.4219
4.87226e-06,0.0900557,0.349066,-3.36484,9.99268,10.4349
5.02489e-06,0.089183,0.349066,-3.26115,10.0044,10.4476
5.18792e-06,0.0883103,0.349066,-3.15732,10.016,10.4599
5.36177e-06,0.0874376,0.349066,-3.05337,10.0276,10.4721
5.54685e-06,0.086565,0.349066,-2.94929,10.0392,10.4841
5.74352e-06,0.0856923,0.349066,-2.84509,10.0507,10.4959
5.95207e-06,0.0848196,0.349066,-2.74075,10.0622,10.5077
6.17274e-06,0.0839469,0.349066,-2.6363,10.0736,10.5194
6.40565e-06,0.0830743,0.349066,-2.53172,10.085,10.5311
6.65077e-06,0.0822016,0.349066,-2.42702,10.0962,10.5427
6.9079e-06,0.0813289,0.349066,-2.32219,10.1075,10.5543
7.17664e-06,0.0804562,0.349066,-2.21724,10.1186,10.5658
7.45635e-06,0.0795836,0.349066,-2.11216,10.1297,10.5774
7.74611e-06,0.0787109,0.349066,-2.00697,10.1408,10.5889
8.04473e-06,0.0778382,0.349066,-1.90165,10.1517,10.6004
8.35074e-06,0.0769655,0.349066,-1.7962,10.1626,10.6119
8.6624e-06,0.0760929,0.349066,-1.69064,10.1734,10.6234
8.9778e-06,0.0752202,0.349066,-1.58495,10.1842,10.6349
9.29495e-06,0.0743475,0.349066,-1.47913,10.1948,10.6464
9.61186e-06,0.0734748,0.349066,-1.3732,10.2054,10.6579
9.92677e-06,0.0726022,0.349066,-1.26714,10.216,10.6694
1.02383e-05,0.0717295,0.349066,-1.16096,10.2264,10.6809
1.05458e-05,0.0708568,0.349066,-1.05466,10.2368,10.6924
1.08493e-05,0.0699841,0.349066,-0.948233,10.2471,10.7039
1.11498e-05,0.0691115,0.365862,-0.841685,10.2574,10.7154
1.14495e-05,0.0682388,0.417321,-0.735014,10.2675,10.7269
1.17518e-05,0.0673661,0.483488,-0.628221,10.2776,10.7384
1.20613e-05,0.0664934,0.570706,-0.521305,10.2876,10.7499
1.23841e-05,0.0656208,0.688564,-0.414267,10.2976,10.7614
1.2727e-05,0.0647481,0.850728,-0.307107,10.3075,10.7729
1.30971e-05,0.0638754,1.0726,-0.199824,10.3173,10.7844
1.35009e-05,0.0630027,1.35834,-0.0924182,10.327,10.796
1.39443e-05,0.0621301,1.67778,0.0151095,10.3366,10.8075
1.44355e-05,0.0612574,1.97281,0.12276,10.3462,10.819
1.4988e-05,0.0603847,2.20623,0.230532,10.3557,10.8305
1.55772e-05,0.059512,2.44346,0.338426,10.3651,10.842
1.62065e-05,0.0586394,2.44346,0.446443,10.3745,10.8535
1.68799e-05,0.0577667,2.44346,0.554582,10.3837,10.8651
1.76021e-05,0.056894,2.44346,0.662843,10.3929,10.8766
1.83782e-05,0.0560213,2.44346,0.771226,10.402,10.8881
1.92142e-05,0.0551487,2.44346,0.879732,10.4111,10.8997
2.0117e-05,0.054276,2.44346,0.988359,10.42,10.9112
2.10947e-05,0.0534033,2.44346,1.09711,10.4289,10.9227
2.21563e-05,0.0525307,2.44346,1.20598,10.4377,10.9343
2.33129e-05,0.051658,2.44346,1.31497,10.4465,10.9458
2.45773e-05,0.0507853,2.44346,1.42409,10.4551,10.9573
2.59647e-05,0.0499126,2.44346,1.53333,10.4637,10.9689
2.74934e-05,0.04904,2.44346,1.64269,10.4722,10.9804
2.91855e-05,0.0481673,2.44346,1.75217,10.4806,10.992
3.10682e-05,0.0472946,2.44346,1.86177,10.4889,11.0035
3.31749e-05,0.0464219,2.44346,1.97149,10.4972,11.0151
3.55477e-05,0.0455493,2.44346,2.08134,10.5054,11.0266
3.824e-05,0.0446766,2.44346,2.19131,10.5135,11.0382
4.13213e-05,0.0438039,2.44346,2.3014,10.5215,11.0498
4.48834e-05,0.0429312,2.44346,2.41161,10.5295,11.0613
4.90511e-05,0.0420586,2.44346,2.52194,10.5373,11.0729
5.3999e-05,0.0411859,2.44346,2.6324,10.5451,11.0845
5.9981e-05,0.0403132,2.44346,2.74298,10.5528,11.096
6.73836e-05,0.0394405,2.44346,2.85367,10.5604,11.1076
7.68336e-05,0.0385679,2.44346,2.96449,10.568,11.1192
8.94359e-05,0.0376952,2.44346,3.07544,10.5754,11.1308
0.000107389,0.0368225,2.44346,3.1865,10.5828,11.1424
0.000135991,0.0359498,2.44346,3.29768,10.5901,11.154
0.00019351,0.0350772,2.44346,3.40899,10.5973,11.1655
0.000487254,0.0342045,2.44346,3.52042,10.6045,11.1771
0.5,0.0333318,2.44346,3.63197,10.6115,11.1887
0.5,0.0324591,2.44346,3.74363,10.6185,11.1044
0.5,0.0315865,2.44346,3.85446,10.6254,11.0186
0.5,0.0307138,2.44346,3.96444,10.6323,10.9317
0.5,0.0298411,2.44346,4.07355,10.639,10.8438
0.5,0.0289684,2.44346,4.18179,10.6455,10.7549
0.5,0.0280958,2.44346,4.28914,10.652,10.6653
0.5,0.0272231,2.44346,4.39561,10.6582,10.5749
0.5,0.0263504,2.44346,4.50119,10.6643,10.4837
0.5,0.0254777,2.44346,4.60586,10.6702,10.3919
0.5,0.0246051,2.44346,4.70962,10.6759,10.2994
0.5,0.0237324,2.44346,4.81247,10.6814,10.2062
0.5,0.0228597,2.44346,4.91439,10.6867,10.1124
0.5,0.0219871,2.44346,5.01538,10.6918,10.0179
0.5,0.0211144,2.44346,5.11544,10.6968,9.92274
0.5,0.0202418,2.44346,5.21456,10.7015,9.82698
0.499999,0.0193692,2.44346,5.31272,10.706,9.73056
0.248252,0.0193782,2.44346,5.40993,10.7104,9.63351
0.25,0.019383,2.44346,5.50618,10.7145,9.61684
3.68759e-06,0.100171,0.592556,-5,9.85,10.25
3.7165e-06,0.0992983,0.349066,-4.8975,9.85,10.307
3.7538e-06,0.0984257,0.349066,-4.79447,9.85293,10.3595
3.79888e-06,0.097553,0.349066,-4.69101,9.85812,10.406
3.85146e-06,0.0966803,0.349066,-4.58718,9.86503,10.4464
3.91143e-06,0.0958077,0.349066,-4.48304,9.87325,10.4813
3.97884e-06,0.094935,0.349066,-4.37863,9.88247,10.5114
4.05378e-06,0.0940623,0.349066,-4.27399,9.89243,10.5375
4.13645e-06,0.0931896,0.349066,-4.16914,9.90296,10.5604
4.22708e-06,0.092317,0.349066,-4.06411,9.91389,10.5807
4.32595e-06,0.0914443,0.349066,-3.9589,9.92513,10.599
4.43339e-06,0.0905716,0.349066,-3.85353,9.93657,10.6157
4.54976e-06,0.0896989,0.349066,-3.748,9.94817,10.6312
4.67546e-06,0.0888263,0.349066,-3.64234,9.95985,10.6457
4.81092e-06,0.0879536,0.349066,-3.53653,9.9716,10.6595
4.95659e-06,0.0870809,0.349066,-3.43059,9.98337,10.6727
5.11295e-06,0.0862082,0.349066,-3.32451,9.99514,10.6855
5.28049e-06,0.0853356,0.349066,-3.2183,10.0069,10.698
5.4597e-06,0.0844629,0.349066,-3.11197,10.0186,10.7102
5.65107e-06,0.0835902,0.349066,-3.00551,10.0303,10.7222
5.85504e-06,0.0827175,0.349066,-2.89892,10.042,10.7341
6.07203e-06,0.0818449,0.349066,-2.7922,10.0535,10.7459
6.30237e-06,0.0809722,0.349066,-2.68537,10.0651,10.7575
6.54627e-06,0.0800995,0.349066,-2.5784,10.0765,10.7692
6.80383e-06,0.0792268,0.349066,-2.47132,10.0879,10.7807
7.07495e-06,0.0783542,0.349066,-2.36411,10.0993,10.7923
7.3593e-06,0.0774815,0.349066,-2.25677,10.1105,10.8038
7.65629e-06,0.0766088,0.349066,-2.14932,10.1217,10.8153
7.96503e-06,0.0757361,0.349066,-2.04174,10.1329,10.8267
8.28431e-06,0.0748635,0.349066,-1.93404,10.1439,10.8382
8.61255e-06,0.0739908,0.349066,-1.82621,10.1549,10.8497
8.94788e-06,0.0731181,0.349066,-1.71827,10.1658,10.8611
9.28816e-06,0.0722454,0.349066,-1.6102,10.1767,10.8726
9.63109e-06,0.0713728,0.349066,-1.50201,10.1874,10.884
9.97438e-06,0.0705001,0.349066,-1.39369,10.1981,10.8955
1.03159e-05,0.0696274,0.349066,-1.28526,10.2087,10.9069
1.06539e-05,0.0687547,0.349066,-1.1767,10.2193,10.9184
1.09874e-05,0.0678821,0.349066,-1.06802,10.2297,10.9298
1.13164e-05,0.0670094,0.349066,-0.959214,10.2401,10.9413
1.16418e-05,0.0661367,0.35256,-0.850288,10.2504,10.9527
1.19661e-05,0.065264,0.403417,-0.74124,10.2607,10.9642
1.2293e-05,0.0643914,0.469199,-0.63207,10.2708,10.9756
1.26278e-05,0.0635187,0.556588,-0.522778,10.2809,10.9871
1.29776e-05,0.062646,0.6759,-0.413364,10.2909,10.9985
1.33504e-05,0.0617733,0.842238,-0.303828,10.3008,11.01
1.37545e-05,0.0609007,1.07313,-0.19417,10.3107,11.0215
1.41973e-05,0.060028,1.37334,-0.0843899,10.3205,11.0329
1.46855e-05,0.0591553,1.70707,0.0255123,10.3302,11.0444
1.52292e-05,0.0582826,2.00862,0.135536,10.3398,11.0559
1.58454e-05,0.05741,2.24114,0.245682,10.3493,11.0673
1.65057e-05,0.0565373,2.44346,0.35595,10.3588,11.0788
1.72146e-05,0.0556646,2.44346,0.46634,10.3682,11.0903
1.79776e-05,0.0547919,2.44346,0.576852,10.3775,11.1018
1.88009e-05,0.0539193,2.44346,0.687485,10.3867,11.1132
1.96919e-05,0.0530466,2.44346,0.79824,10.3959,11.1247
2.06589e-05,0.0521739,2.44346,0.909117,10.4049,11.1362
2.17119e-05,0.0513012,2.44346,1.02012,10.4139,11.1477
2.28628e-05,0.0504286,2.44346,1.13124,10.4228,11.1592
2.41257e-05,0.0495559,2.44346,1.24248,10.4317,11.1707
2.55177e-05,0.0486832,2.44346,1.35384,10.4404,11.1822
2.70595e-05,0.0478106,2.44346,1.46533,10.4491,11.1937
2.8777e-05,0.0469379,2.44346,1.57693,10.4577,11.2052
3.07023e-05,0.0460652,2.44346,1.68866,10.4662,11.2167
3.28765e-05,0.0451925,2.44346,1.80051,10.4746,11.2282
3.53524e-05,0.0443199,2.44346,1.91248,10.4829,11.2397
3.82005e-05,0.0434472,2.44346,2.02458,10.4912,11.2512
4.15161e-05,0.0425745,2.44346,2.13679,10.4994,11.2627
4.54327e-05,0.0417018,2.44346,2.24913,10.5075,11.2742
5.01446e-05,0.0408292,2.44346,2.36158,10.5155,11.2858
5.59484e-05,0.0399565,2.44346,2.47416,10.5235,11.2973
6.33261e-05,0.0390838,2.44346,2.58686,10.5313,11.3088
7.31306e-05,0.0382111,2.44346,2.69968,10.5391,11.3204
8.70666e-05,0.0373385,2.44346,2.81262,10.5468,11.3319
0.000109265,0.0364658,2.44346,2.92569,10.5544,11.3434
0.000154093,0.0355931,2.44346,3.03887,10.5619,11.355
0.000389816,0.0347204,2.44346,3.15218,10.5693,11.3665
0.5,0.0338478,2.44346,3.2656,10.5767,11.3781
0.5,0.0329751,2.44346,3.37915,10.584,11.295
0.5,0.0321024,2.44346,3.49187,10.5912,11.2105
0.5,0.0312297,2.44346,3.60375,10.5983,11.1249
0.5,0.0303571,2.44346,3.71478,10.6053,11.0383
0.5,0.0294844,2.44346,3.82495,10.6122,10.9507
0.5,0.0286117,2.44346,3.93425,10.6189,10.8624
0.5,0.027739,2.44346,4.04267,10.6254,10.7733
0.5,0.0268664,2.44346,4.15022,10.6318,10.6835
0.5,0.0259937,2.44346,4.25688,10.638,10.5931
0.5,0.025121,2.44346,4.36264,10.6439,10.5019
0.5,0.0242483,2.44346,4.4675,10.6497,10.4101
0.5,0.0233757,2.44346,4.57145,10.6554,10.3177
0.5,0.022503,2.44346,4.67448,10.6608,10.2246
0.5,0.0216303,2.44346,4.77659,10.666,10.1309
0.5,0.0207576,2.44346,4.87778,10.671,10.0365
0.5,0.019885,2.44346,4.97803,10.6758,9.94157
0.5,0.0190123,2.44346,5.07734,10.6805,9.84596
0.5,0.0181396,2.44346,5.1757,10.6849,9.74972
0.5,0.017267,2.44346,5.2731,10.6891,9.65284
0.5,0.0163943,2.44346,5.36954,10.6932,9.55532
0.499999,0.0155218,2.44346,5.46502,10.697,9.45716
0.248172,0.01553,2.44346,5.55952,10.7006,9.35835
0.25,0.0155345,2.44346,5.65304,10.7041,9.34139
6.33721e-06,0.09664,0.592556,-5,9.85,10.5
6.38902e-06,0.0957673,0.349066,-4.895,9.85,10.5586
6.45586e-06,0.0948947,0.349066,-4.78946,9.85304,10.6122
6.53667e-06,0.094022,0.349066,-4.68347,9.85839,10.6593
6.63094e-06,0.0931493,0.349066,-4.57711,9.86549,10.7001
6.73854e-06,0.0922766,0.349066,-4.47045,9.87392,10.7349
6.85956e-06,0.091404,0.349066,-4.36351,9.88334,10.7649
6.99425e-06,0.0905313,0.349066,-4.25634,9.89351,10.7907
7.14296e-06,0.0896586,0.349066,-4.14897,9.90423,10.8133
7.30619e-06,0.0887859,0.349066,-4.04141,9.91534,10.8333
7.48448e-06,0.0879133,0.349066,-3.93368,9.92674,10.8513
7.67847e-06,0.0870406,0.349066,-3.82579,9.93834,10.8677
7.88886e-06,0.0861679,0.349066,-3.71775,9.95008,10.8829
8.11644e-06,0.0852952,0.349066,-3.60956,9.9619,10.8971
8.36202e-06,0.0844226,0.349066,-3.50124,9.97376,10.9107
8.62651e-06,0.0835499,0.349066,-3.39278,9.98564,10.9237
8.91082e-06,0.0826772,0.349066,-3.28419,9.99751,10.9363
9.2159e-06,0.0818045,0.349066,-3.17547,10.0094,10.9486
9.5427e-06,0.0809319,0.349066,-3.06662,10.0212,10.9607
9.89214e-06,0.0800592,0.349066,-2.95765,10.0329,10.9726
1.02651e-05,0.0791865,0.349066,-2.84855,10.0447,10.9844
1.06623e-05,0.0783138,0.349066,-2.73933,10.0563,10.996
1.10843e-05,0.0774412,0.349066,-2.62998,10.0679,11.0076
1.15316e-05,0.0765685,0.349066,-2.52051,10.0794,11.0192
1.20041e-05,0.0756958,0.349066,-2.41092,10.0909,11.0307
1.25016e-05,0.0748232,0.349066,-2.3012,10.1023,11.0421
1.30231e-05,0.0739505,0.349066,-2.19136,10.1136,11.0536
1.35675e-05,0.0730778,0.349066,-2.0814,10.1249,11.065
1.41326e-05,0.0722051,0.349066,-1.97131,10.136,11.0764
1.47158e-05,0.0713325,0.349066,-1.86111,10.1471,11.0878
1.53138e-05,0.0704598,0.349066,-1.75078,10.1582,11.0993
1.59228e-05,0.0695871,0.349066,-1.64032,10.1691,11.1107
1.65384e-05,0.0687144,0.349066,-1.52975,10.18,11.122
1.71563e-05,0.0678418,0.349066,-1.41906,10.1908,11.1334
1.77722e-05,0.0669691,0.349066,-1.30824,10.2015,11.1448
1.83827e-05,0.0660964,0.349066,-1.1973,10.2121,11.1562
1.89853e-05,0.0652237,0.349066,-1.08624,10.2227,11.1676
1.95796e-05,0.0643511,0.349066,-0.975053,10.2332,11.179
2.01671e-05,0.0634784,0.349066,-0.863748,10.2436,11.1904
2.07521e-05,0.0626057,0.38808,-0.752321,10.2539,11.2018
2.13415e-05,0.061733,0.452725,-0.640772,10.2641,11.2132
2.19454e-05,0.0608604,0.539143,-0.529101,10.2743,11.2247
2.25771e-05,0.0599877,0.658177,-0.417309,10.2844,11.2361
2.32522e-05,0.059115,0.826177,-0.305394,10.2944,11.2475
2.39872e-05,0.0582423,1.06301,-0.193359,10.3043,11.2589
2.47963e-05,0.0573697,1.37524,-0.0812013,10.3142,11.2703
2.56926e-05,0.056497,1.72294,0.0310778,10.3239,11.2817
2.66964e-05,0.0556243,2.03257,0.143478,10.3336,11.2931
2.78432e-05,0.0547516,2.26639,0.256001,10.3432,11.3046
2.90789e-05,0.053879,2.44346,0.368644,10.3528,11.316
3.04144e-05,0.0530063,2.44346,0.48141,10.3622,11.3274
3.1862e-05,0.0521336,2.44346,0.594296,10.3716,11.3389
3.34364e-05,0.0512609,2.44346,0.707305,10.3808,11.3503
3.5155e-05,0.0503883,2.44346,0.820434,10.39,11.3617
3.70388e-05,0.0495156,2.44346,0.933685,10.3992,11.3732
3.91131e-05,0.0486429,2.44346,1.04706,10.4082,11.3846
4.14088e-05,0.0477702,2.44346,1.16055,10.4171,11.3961
4.39644e-05,0.0468976,2.44346,1.27417,10.426,11.4075
4.68282e-05,0.0460249,2.44346,1.3879,10.4348,11.419
5.00622e-05,0.0451522,2.44346,1.50176,10.4435,11.4304
5.37471e-05,0.0442795,2.44346,1.61574,10.4521,11.4419
