u0_opt,u1_opt,u2_opt,x,z,vel
1.37206e-05,0.150594,0.349066,-1.40249,9.99894,9.66748
1.41276e-05,0.149722,0.349066,-1.30715,10.015,9.6796
1.45299e-05,0.148849,0.349066,-1.21169,10.031,9.69158
1.49264e-05,0.147976,0.349066,-1.1161,10.047,9.70345
1.53166e-05,0.147104,0.349066,-1.02039,10.0629,9.71523
1.57008e-05,0.146231,0.349066,-0.924547,10.0788,9.72693
1.60805e-05,0.145358,0.349066,-0.828578,10.0947,9.73859
1.64582e-05,0.144486,0.349066,-0.732483,10.1105,9.75019
1.68378e-05,0.143613,0.349066,-0.636263,10.1263,9.76176
1.72245e-05,0.14274,0.399859,-0.539917,10.142,9.77331
1.76248e-05,0.141868,0.483382,-0.443446,10.1576,9.78483
1.80469e-05,0.140995,0.604171,-0.346849,10.1732,9.79634
1.84997e-05,0.140122,0.786615,-0.250128,10.1888,9.80783
1.89919e-05,0.13925,1.06628,-0.153281,10.2043,9.81931
1.95283e-05,0.138377,1.45827,-0.0563089,10.2197,9.83078
2.01111e-05,0.137504,1.8801,0.040788,10.2351,9.84224
2.07459e-05,0.136632,2.21115,0.13801,10.2504,9.8537
2.14455e-05,0.135759,2.43151,0.235356,10.2657,9.86516
2.21849e-05,0.134886,2.44346,0.332828,10.2809,9.87661
2.29672e-05,0.134014,2.44346,0.430424,10.296,9.88806
2.37961e-05,0.133141,2.44346,0.528145,10.3111,9.8995
2.46755e-05,0.132268,2.44346,0.62599,10.3262,9.91094
2.56097e-05,0.131396,2.44346,0.723961,10.3412,9.92239
2.66037e-05,0.130523,2.44346,0.822055,10.3561,9.93383
2.7663e-05,0.12965,2.44346,0.920275,10.371,9.94527
2.87937e-05,0.128778,2.44346,1.01862,10.3858,9.95671
3.00026e-05,0.127905,2.44346,1.11709,10.4005,9.96814
3.12976e-05,0.127032,2.44346,1.21568,10.4152,9.97958
3.26875e-05,0.12616,2.44346,1.3144,10.4298,9.99102
3.41822e-05,0.125287,2.44346,1.41324,10.4444,10.0025
3.57932e-05,0.124414,2.44346,1.51221,10.4589,10.0139
3.75335e-05,0.123542,2.44346,1.6113,10.4734,10.0253
3.94179e-05,0.122669,2.44346,1.71051,10.4878,10.0368
4.14639e-05,0.121796,2.44346,1.80985,10.5021,10.0482
4.36915e-05,0.120924,2.44346,1.90931,10.5164,10.0596
4.61239e-05,0.120051,2.44346,2.0089,10.5306,10.0711
4.87887e-05,0.119178,2.44346,2.10861,10.5447,10.0825
5.17181e-05,0.118305,2.44346,2.20845,10.5588,10.0939
5.49506e-05,0.117433,2.44346,2.30841,10.5729,10.1054
5.8532e-05,0.11656,2.44346,2.40849,10.5868,10.1168
6.25177e-05,0.115687,2.44346,2.5087,10.6007,10.1283
6.69751e-05,0.114815,2.44346,2.60903,10.6146,10.1397
7.19868e-05,0.113942,2.44346,2.70949,10.6283,10.1511
7.76556e-05,0.113069,2.44346,2.81007,10.6421,10.1626
8.41104e-05,0.112197,2.44346,2.91078,10.6557,10.174
9.15155e-05,0.111324,2.44346,3.0116,10.6693,10.1854
0.000100084,0.110451,2.44346,3.11256,10.6828,10.1969
0.000110094,0.109579,2.44346,3.21363,10.6963,10.2083
0.000121924,0.108706,2.44346,3.31483,10.7097,10.2198
0.000136092,0.107833,2.44346,3.41616,10.723,10.2312
0.000153332,0.106961,2.44346,3.5176,10.7363,10.2426
0.000174724,0.106088,2.44346,3.61917,10.7495,10.2541
