0,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59233,10.836,-63.1804,0.000628477,-0.00067192,0.000750928,0,0,0,0,0,0,0,0,0
0.01,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59233,10.836,-63.1804,0.000628477,-0.00067192,0.000750928,0,0,0,0,0,0,0,0,0
0.02,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59233,10.836,-63.1804,0.000628477,-0.00067192,0.000750928,0,0,0,0,0,0,0,0,0
0.03,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59233,10.836,-63.1804,0.000628477,-0.00067192,0.000750928,0,0,0,0,0,0,0,0,0
0.04,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59233,10.836,-63.1804,0.000628477,-0.00067192,0.000750928,0,0,0,0,0,0,0,0,0
0.05,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59233,10.836,-63.1804,0.000628477,-0.00067192,0.000750928,0,0,0,0,0,0,0,0,0
0.06,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59005,10.8365,-63.1765,-0.00234407,-1.9879e-05,-0.000777411,0,0,0,0,0,0,0,0,0
0.07,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59005,10.8365,-63.1765,-0.00234407,-1.9879e-05,-0.000777411,0,0,0,0,0,0,0,0,0
0.08,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59005,10.8365,-63.1765,-0.00234407,-1.9879e-05,-0.000777411,0,0,0,0,0,0,0,0,0
0.09,0.435748,0.279897,0.0291782,0.000930268,0.000874904,-3.60143e-05,1.59005,10.8365,-63.1765,-0.00234407,-1.9879e-05,-0.000777411,0,0,0,0,0,0,0,0,0
