t,north,east,down,vel,roll,pitch,speed,throttle
1.59,-0.00531858,0.0247039,-0.0237232,0.0471458,-0.724966,-0.265214,0.316218,0
1.6,-0.00512774,0.0246564,-0.0231165,0.0483137,-0.725339,-0.267063,0.316218,0
1.61,-0.00507954,0.0248046,-0.0226004,0.0482419,-0.728115,-0.267112,-0.728769,0
1.62,-0.00507954,0.0248046,-0.0226004,0.0482419,-0.729581,-0.265515,-0.728769,0
1.63,-0.00508659,0.0251005,-0.022165,0.047854,-0.732582,-0.268451,-0.728769,0
1.64,-0.00508659,0.0251005,-0.022165,0.047854,-0.737036,-0.263811,-0.728769,0
1.65,-0.00516933,0.0255242,-0.0217379,0.0485043,-0.738765,-0.263387,-0.728769,0
1.66,-0.00530735,0.0260827,-0.0213726,0.0480731,-0.740913,-0.263324,-1.51603,0
1.67,-0.00530735,0.0260827,-0.0213726,0.0480731,-0.740562,-0.263121,-1.51603,0
1.68,-0.00550048,0.0267451,-0.0210367,0.0483907,-0.741041,-0.260239,-1.51603,0
1.69,-0.00550048,0.0267451,-0.0210367,0.0483907,-0.737969,-0.261037,-1.51603,0
1.7,-0.00581704,0.0277507,-0.0206754,0.0493855,-0.734825,-0.256872,-1.51603,0
1.71,-0.00581704,0.0277507,-0.0206754,0.0493855,-0.736351,-0.255807,-1.51603,0
1.72,-0.00575048,0.0276323,-0.0202994,0.048899,-0.735493,-0.251605,0.73504,0
1.73,-0.00538073,0.0267206,-0.019807,0.0481893,-0.737708,-0.249356,0.73504,0
1.74,-0.00538073,0.0267206,-0.019807,0.0481893,-0.742485,-0.251876,0.73504,0
1.75,-0.0050856,0.0260346,-0.0194173,0.0468022,-0.743646,-0.24945,0.73504,0
1.76,-0.0050856,0.0260346,-0.0194173,0.0468022,-0.742869,-0.244158,0.73504,0
1.77,-0.00486418,0.0255505,-0.0192085,0.0460329,-0.739889,-0.242776,0.348003,0
1.78,-0.00469912,0.0252599,-0.0190711,0.0462707,-0.740773,-0.239913,0.348003,0
1.79,-0.00469912,0.0252599,-0.0190711,0.0462707,-0.741363,-0.241211,0.348003,0
1.8,-0.00454958,0.0251619,-0.01894,0.0456746,-0.740901,-0.236254,0.348003,0
1.81,-0.00454958,0.0251619,-0.01894,0.0456746,-0.740175,-0.234738,0.348003,0
1.82,-0.00450976,0.0252756,-0.0187452,0.0463543,-0.737854,-0.231962,-0.838788,0
1.83,-0.00450976,0.0252756,-0.0187452,0.0463543,-0.73588,-0.230509,-0.838788,0
1.84,-0.00449943,0.0255283,-0.0185543,0.0448539,-0.735949,-0.23103,-0.838788,0
1.85,-0.0045626,0.0258753,-0.0184622,0.0448539,-0.734689,-0.231934,-0.838788,0
1.86,-0.0045626,0.0258753,-0.0184622,0.044169,-0.732544,-0.230851,-0.838788,0
1.87,-0.0047286,0.0264722,-0.0184036,0.0449574,-0.737137,-0.234566,-1.27966,0
1.88,-0.0047286,0.0264722,-0.0184036,0.0449574,-0.737429,-0.23037,-1.27966,0
1.89,-0.00489808,0.0270955,-0.0183647,0.0449655,-0.741039,-0.230554,-1.27966,0
1.9,-0.00489808,0.0270955,-0.0183647,0.0449655,-0.742692,-0.228063,-1.27966,0
1.91,-0.00510311,0.0278029,-0.0183249,0.0437022,-0.7428,-0.231559,-1.27966,0
1.92,-0.00501497,0.0275699,-0.0180236,0.042022,-0.747846,-0.22793,0.818616,0
1.93,-0.00501497,0.0275699,-0.0180236,0.042022,-0.748695,-0.225734,0.818616,0
1.94,-0.00468808,0.0265165,-0.0175157,0.0403932,-0.746051,-0.222422,0.818616,0
1.95,-0.00468808,0.0265165,-0.0175157,0.0403932,-0.743624,-0.221147,0.818616,0
1.96,-0.00440865,0.0256798,-0.0170341,0.0397891,-0.740108,-0.222716,0.818616,0
1.97,-0.00440865,0.0256798,-0.0170341,0.0397891,-0.739308,-0.223397,0.818616,0
1.98,-0.00419367,0.0250384,-0.0165743,0.0382373,-0.742188,-0.223537,-0.562759,0
1.99,-0.00403641,0.0245623,-0.0161665,0.0378377,-0.743085,-0.219913,-0.562759,0
2,-0.00403641,0.0245623,-0.0161665,0.0378377,-0.73879,-0.220334,-0.562759,0
2.01,-0.0039262,0.0242317,-0.0157245,0.0376696,-0.74007,-0.220447,-0.562759,0
2.02,-0.0039262,0.0242317,-0.0157245,0.0376696,-0.74093,-0.220785,-0.562759,0
2.03,-0.0038902,0.0241389,-0.0154323,0.0379084,-0.740001,-0.222948,-0.841634,0
2.04,-0.00392309,0.0241896,-0.0152113,0.0379809,-0.745649,-0.2199,-0.841634,0
2.05,-0.00392309,0.0241896,-0.0152113,0.0379809,-0.748573,-0.22075,-0.841634,0
